symbol,filingDate,filing_detail_url,document_type,document_description,document_url,matched,error
UNL,2026-09-25 00:00:00,https://www.sec.gov/Archives/edgar/data/1405513/000207187626000224/0002071876-26-000224-index.htm,8-K,,https://www.sec.gov/Archives/edgar/data/1405513/000207187626000224/i26395_unl-8k.htm,True,
USCI,2026-09-25 00:00:00,https://www.sec.gov/Archives/edgar/data/1479247/000207187626000223/0002071876-26-000223-index.htm,8-K,,https://www.sec.gov/Archives/edgar/data/1479247/000207187626000223/i26396_uscift-8k.htm,True,
CPER,2026-09-25 00:00:00,https://www.sec.gov/Archives/edgar/data/1479247/000207187626000223/0002071876-26-000223-index.htm,8-K,,https://www.sec.gov/Archives/edgar/data/1479247/000207187626000223/i26396_uscift-8k.htm,True,
TDW-WTB,2026-09-25 00:00:00,https://www.sec.gov/Archives/edgar/data/98222/000110465926111052/0001104659-26-111052-index.htm,8-K,FORM 8-K,https://www.sec.gov/Archives/edgar/data/98222/000110465926111052/tm2626128d2_8k.htm,True,
TDW-WTB,2026-09-25 00:00:00,https://www.sec.gov/Archives/edgar/data/98222/000110465926111052/0001104659-26-111052-index.htm,EX-10.1,EXHIBIT 10.1,https://www.sec.gov/Archives/edgar/data/98222/000110465926111052/tm2626128d2_ex10-1.htm,True,
TDW,2026-09-25 00:00:00,https://www.sec.gov/Archives/edgar/data/98222/000110465926111052/0001104659-26-111052-index.htm,8-K,FORM 8-K,https://www.sec.gov/Archives/edgar/data/98222/000110465926111052/tm2626128d2_8k.htm,True,
TDW,2026-09-25 00:00:00,https://www.sec.gov/Archives/edgar/data/98222/000110465926111052/0001104659-26-111052-index.htm,EX-10.1,EXHIBIT 10.1,https://www.sec.gov/Archives/edgar/data/98222/000110465926111052/tm2626128d2_ex10-1.htm,True,
TDW-WT,2026-09-25 00:00:00,https://www.sec.gov/Archives/edgar/data/98222/000110465926111052/0001104659-26-111052-index.htm,8-K,FORM 8-K,https://www.sec.gov/Archives/edgar/data/98222/000110465926111052/tm2626128d2_8k.htm,True,
TDW-WT,2026-09-25 00:00:00,https://www.sec.gov/Archives/edgar/data/98222/000110465926111052/0001104659-26-111052-index.htm,EX-10.1,EXHIBIT 10.1,https://www.sec.gov/Archives/edgar/data/98222/000110465926111052/tm2626128d2_ex10-1.htm,True,
TDW-WTA,2026-09-25 00:00:00,https://www.sec.gov/Archives/edgar/data/98222/000110465926111052/0001104659-26-111052-index.htm,8-K,FORM 8-K,https://www.sec.gov/Archives/edgar/data/98222/000110465926111052/tm2626128d2_8k.htm,True,
TDW-WTA,2026-09-25 00:00:00,https://www.sec.gov/Archives/edgar/data/98222/000110465926111052/0001104659-26-111052-index.htm,EX-10.1,EXHIBIT 10.1,https://www.sec.gov/Archives/edgar/data/98222/000110465926111052/tm2626128d2_ex10-1.htm,True,
TDGMW,2026-09-25 00:00:00,https://www.sec.gov/Archives/edgar/data/98222/000110465926111052/0001104659-26-111052-index.htm,8-K,FORM 8-K,https://www.sec.gov/Archives/edgar/data/98222/000110465926111052/tm2626128d2_8k.htm,True,
TDGMW,2026-09-25 00:00:00,https://www.sec.gov/Archives/edgar/data/98222/000110465926111052/0001104659-26-111052-index.htm,EX-10.1,EXHIBIT 10.1,https://www.sec.gov/Archives/edgar/data/98222/000110465926111052/tm2626128d2_ex10-1.htm,True,
SLND,2026-09-25 00:00:00,https://www.sec.gov/Archives/edgar/data/1883814/000182912626010433/0001829126-26-010433-index.htm,8-K,8-K,https://www.sec.gov/Archives/edgar/data/1883814/000182912626010433/southland_8k.htm,False,
SLND,2026-09-25 00:00:00,https://www.sec.gov/Archives/edgar/data/1883814/000182912626010433/0001829126-26-010433-index.htm,EX-99.1,EXHIBIT 99.1,https://www.sec.gov/Archives/edgar/data/1883814/000182912626010433/southland_ex99-1.htm,False,
LGTO,2026-09-25 00:00:00,https://www.sec.gov/Archives/edgar/data/1883814/000182912626010433/0001829126-26-010433-index.htm,8-K,8-K,https://www.sec.gov/Archives/edgar/data/1883814/000182912626010433/southland_8k.htm,False,
LGTO,2026-09-25 00:00:00,https://www.sec.gov/Archives/edgar/data/1883814/000182912626010433/0001829126-26-010433-index.htm,EX-99.1,EXHIBIT 99.1,https://www.sec.gov/Archives/edgar/data/1883814/000182912626010433/southland_ex99-1.htm,False,
LGTOU,2026-09-25 00:00:00,https://www.sec.gov/Archives/edgar/data/1883814/000182912626010433/0001829126-26-010433-index.htm,8-K,8-K,https://www.sec.gov/Archives/edgar/data/1883814/000182912626010433/southland_8k.htm,False,
LGTOU,2026-09-25 00:00:00,https://www.sec.gov/Archives/edgar/data/1883814/000182912626010433/0001829126-26-010433-index.htm,EX-99.1,EXHIBIT 99.1,https://www.sec.gov/Archives/edgar/data/1883814/000182912626010433/southland_ex99-1.htm,False,
LGTOW,2026-09-25 00:00:00,https://www.sec.gov/Archives/edgar/data/1883814/000182912626010433/0001829126-26-010433-index.htm,8-K,8-K,https://www.sec.gov/Archives/edgar/data/1883814/000182912626010433/southland_8k.htm,False,
LGTOW,2026-09-25 00:00:00,https://www.sec.gov/Archives/edgar/data/1883814/000182912626010433/0001829126-26-010433-index.htm,EX-99.1,EXHIBIT 99.1,https://www.sec.gov/Archives/edgar/data/1883814/000182912626010433/southland_ex99-1.htm,False,
USL,2026-09-25 00:00:00,https://www.sec.gov/Archives/edgar/data/1405528/000207187626000222/0002071876-26-000222-index.htm,8-K,,https://www.sec.gov/Archives/edgar/data/1405528/000207187626000222/i26397_usl-8k.htm,True,
UNG,2026-09-25 00:00:00,https://www.sec.gov/Archives/edgar/data/1376227/000207187626000221/0002071876-26-000221-index.htm,8-K,,https://www.sec.gov/Archives/edgar/data/1376227/000207187626000221/i26394_ung-8k.htm,True,
UGA,2026-09-25 00:00:00,https://www.sec.gov/Archives/edgar/data/1396878/000207187626000220/0002071876-26-000220-index.htm,8-K,,https://www.sec.gov/Archives/edgar/data/1396878/000207187626000220/i26393_uga-8k.htm,True,
USO,2026-09-25 00:00:00,https://www.sec.gov/Archives/edgar/data/1327068/000207187626000219/0002071876-26-000219-index.htm,8-K,,https://www.sec.gov/Archives/edgar/data/1327068/000207187626000219/i26398_uso-8k.htm,True,
UGA,2026-09-25 00:00:00,https://www.sec.gov/Archives/edgar/data/1396878/000207187626000218/0002071876-26-000218-index.htm,8-K,,https://www.sec.gov/Archives/edgar/data/1396878/000207187626000218/i26393_uga-8k.htm,True,
BNO,2026-09-25 00:00:00,https://www.sec.gov/Archives/edgar/data/1472494/000207187626000217/0002071876-26-000217-index.htm,8-K,,https://www.sec.gov/Archives/edgar/data/1472494/000207187626000217/i26392_bno-8k.htm,True,
DYAI,2026-09-25 00:00:00,https://www.sec.gov/Archives/edgar/data/1213809/000149315226044398/0001493152-26-044398-index.htm,8-K,8-K,https://www.sec.gov/Archives/edgar/data/1213809/000149315226044398/form8-k.htm,False,
VTAK,2026-09-25 00:00:00,https://www.sec.gov/Archives/edgar/data/1716621/000143774926031252/0001437749-26-031252-index.htm,8-K,FORM 8-K,https://www.sec.gov/Archives/edgar/data/1716621/000143774926031252/vtak20260925_8k.htm,False,
