symbol,filingDate,filing_detail_url,document_type
APURR,2026-09-16 00:00:00,https://www.sec.gov/Archives/edgar/data/2093524/000121390026100601/0001213900-26-100601-index.htm,8-K
APUR,2026-09-16 00:00:00,https://www.sec.gov/Archives/edgar/data/2093524/000121390026100601/0001213900-26-100601-index.htm,8-K
APURU,2026-09-16 00:00:00,https://www.sec.gov/Archives/edgar/data/2093524/000121390026100601/0001213900-26-100601-index.htm,8-K
TNON,2026-09-16 00:00:00,https://www.sec.gov/Archives/edgar/data/1560293/000121390026100596/0001213900-26-100596-index.htm,8-K
DAIC,2026-09-16 00:00:00,https://www.sec.gov/Archives/edgar/data/2033770/000121390026100595/0001213900-26-100595-index.htm,8-K
EPRT,2026-09-16 00:00:00,https://www.sec.gov/Archives/edgar/data/1728951/000172895126000066/0001728951-26-000066-index.htm,8-K
CLNNW,2026-09-16 00:00:00,https://www.sec.gov/Archives/edgar/data/1822791/000143774926030581/0001437749-26-030581-index.htm,8-K
CLNN,2026-09-16 00:00:00,https://www.sec.gov/Archives/edgar/data/1822791/000143774926030581/0001437749-26-030581-index.htm,8-K
WGRX,2026-09-16 00:00:00,https://www.sec.gov/Archives/edgar/data/2030763/000149315226042951/0001493152-26-042951-index.htm,8-K
MEDS,2026-09-16 00:00:00,https://www.sec.gov/Archives/edgar/data/2030763/000149315226042951/0001493152-26-042951-index.htm,8-K
ADILW,2026-09-16 00:00:00,https://www.sec.gov/Archives/edgar/data/1513525/000121390026100574/0001213900-26-100574-index.htm,8-K
ADIL,2026-09-16 00:00:00,https://www.sec.gov/Archives/edgar/data/1513525/000121390026100574/0001213900-26-100574-index.htm,8-K
EKSO,2026-09-16 00:00:00,https://www.sec.gov/Archives/edgar/data/1549084/000149315226042947/0001493152-26-042947-index.htm,8-K
ACDCW,2026-09-16 00:00:00,https://www.sec.gov/Archives/edgar/data/1881487/000110465926108302/0001104659-26-108302-index.htm,8-K
ACDC,2026-09-16 00:00:00,https://www.sec.gov/Archives/edgar/data/1881487/000110465926108302/0001104659-26-108302-index.htm,8-K
PFHC,2026-09-16 00:00:00,https://www.sec.gov/Archives/edgar/data/1881487/000110465926108302/0001104659-26-108302-index.htm,8-K
CLOQ,2026-09-16 00:00:00,https://www.sec.gov/Archives/edgar/data/1437517/000149315226042937/0001493152-26-042937-index.htm,8-K
RGR,2026-09-16 00:00:00,https://www.sec.gov/Archives/edgar/data/95029/000117494726000877/0001174947-26-000877-index.htm,8-K
PSA-PP,2026-09-16 00:00:00,https://www.sec.gov/Archives/edgar/data/1393311/000119312526393149/0001193125-26-393149-index.htm,8-K
PSA,2026-09-16 00:00:00,https://www.sec.gov/Archives/edgar/data/1393311/000119312526393149/0001193125-26-393149-index.htm,8-K
PSA-PF,2026-09-16 00:00:00,https://www.sec.gov/Archives/edgar/data/1393311/000119312526393149/0001193125-26-393149-index.htm,8-K
PSA-PG,2026-09-16 00:00:00,https://www.sec.gov/Archives/edgar/data/1393311/000119312526393149/0001193125-26-393149-index.htm,8-K
PSA-PH,2026-09-16 00:00:00,https://www.sec.gov/Archives/edgar/data/1393311/000119312526393149/0001193125-26-393149-index.htm,8-K
PSA-PI,2026-09-16 00:00:00,https://www.sec.gov/Archives/edgar/data/1393311/000119312526393149/0001193125-26-393149-index.htm,8-K
PSA-PJ,2026-09-16 00:00:00,https://www.sec.gov/Archives/edgar/data/1393311/000119312526393149/0001193125-26-393149-index.htm,8-K
PSA-PK,2026-09-16 00:00:00,https://www.sec.gov/Archives/edgar/data/1393311/000119312526393149/0001193125-26-393149-index.htm,8-K
PSA-PL,2026-09-16 00:00:00,https://www.sec.gov/Archives/edgar/data/1393311/000119312526393149/0001193125-26-393149-index.htm,8-K
