symbol,filingDate,filing_detail_url,document_type,document_description,document_url,matched,error
ERNA,2026-09-16 00:00:00,https://www.sec.gov/Archives/edgar/data/748592/000149315226042963/0001493152-26-042963-index.htm,8-K,8-K,https://www.sec.gov/Archives/edgar/data/748592/000149315226042963/form8-k.htm,False,
ERNA,2026-09-16 00:00:00,https://www.sec.gov/Archives/edgar/data/748592/000149315226042963/0001493152-26-042963-index.htm,EX-99.1,EX-99.1,https://www.sec.gov/Archives/edgar/data/748592/000149315226042963/ex99-1.htm,False,
FGNX,2026-09-16 00:00:00,https://www.sec.gov/Archives/edgar/data/1591890/000149315226042957/0001493152-26-042957-index.htm,8-K,8-K,https://www.sec.gov/Archives/edgar/data/1591890/000149315226042957/form8-k.htm,False,
FGNX,2026-09-16 00:00:00,https://www.sec.gov/Archives/edgar/data/1591890/000149315226042957/0001493152-26-042957-index.htm,EX-99.1,EX-99.1,https://www.sec.gov/Archives/edgar/data/1591890/000149315226042957/ex99-1.htm,False,
FGF,2026-09-16 00:00:00,https://www.sec.gov/Archives/edgar/data/1591890/000149315226042957/0001493152-26-042957-index.htm,8-K,8-K,https://www.sec.gov/Archives/edgar/data/1591890/000149315226042957/form8-k.htm,False,
FGF,2026-09-16 00:00:00,https://www.sec.gov/Archives/edgar/data/1591890/000149315226042957/0001493152-26-042957-index.htm,EX-99.1,EX-99.1,https://www.sec.gov/Archives/edgar/data/1591890/000149315226042957/ex99-1.htm,False,
FGFPP,2026-09-16 00:00:00,https://www.sec.gov/Archives/edgar/data/1591890/000149315226042957/0001493152-26-042957-index.htm,8-K,8-K,https://www.sec.gov/Archives/edgar/data/1591890/000149315226042957/form8-k.htm,False,
FGFPP,2026-09-16 00:00:00,https://www.sec.gov/Archives/edgar/data/1591890/000149315226042957/0001493152-26-042957-index.htm,EX-99.1,EX-99.1,https://www.sec.gov/Archives/edgar/data/1591890/000149315226042957/ex99-1.htm,False,
APURR,2026-09-16 00:00:00,https://www.sec.gov/Archives/edgar/data/2093524/000121390026100601/0001213900-26-100601-index.htm,8-K,CURRENT REPORT,https://www.sec.gov/Archives/edgar/data/2093524/000121390026100601/ea0305349-8k425_aperture.htm,True,
APURR,2026-09-16 00:00:00,https://www.sec.gov/Archives/edgar/data/2093524/000121390026100601/0001213900-26-100601-index.htm,EX-10.1,"COMPANY SUPPORT AGREEMENT, DATED AS OF SEPTEMBER 10, 2026, BY AND AMONG APERTURE",https://www.sec.gov/Archives/edgar/data/2093524/000121390026100601/ea030534901ex10-1.htm,False,
APURR,2026-09-16 00:00:00,https://www.sec.gov/Archives/edgar/data/2093524/000121390026100601/0001213900-26-100601-index.htm,EX-10.2,"SPONSOR SUPPORT AGREEMENT, DATED AS OF SEPTEMBER 10, 2026, BY AND AMONG APERTURE",https://www.sec.gov/Archives/edgar/data/2093524/000121390026100601/ea030534901ex10-2.htm,False,
APUR,2026-09-16 00:00:00,https://www.sec.gov/Archives/edgar/data/2093524/000121390026100601/0001213900-26-100601-index.htm,8-K,CURRENT REPORT,https://www.sec.gov/Archives/edgar/data/2093524/000121390026100601/ea0305349-8k425_aperture.htm,True,
APUR,2026-09-16 00:00:00,https://www.sec.gov/Archives/edgar/data/2093524/000121390026100601/0001213900-26-100601-index.htm,EX-10.1,"COMPANY SUPPORT AGREEMENT, DATED AS OF SEPTEMBER 10, 2026, BY AND AMONG APERTURE",https://www.sec.gov/Archives/edgar/data/2093524/000121390026100601/ea030534901ex10-1.htm,False,
APUR,2026-09-16 00:00:00,https://www.sec.gov/Archives/edgar/data/2093524/000121390026100601/0001213900-26-100601-index.htm,EX-10.2,"SPONSOR SUPPORT AGREEMENT, DATED AS OF SEPTEMBER 10, 2026, BY AND AMONG APERTURE",https://www.sec.gov/Archives/edgar/data/2093524/000121390026100601/ea030534901ex10-2.htm,False,
APURU,2026-09-16 00:00:00,https://www.sec.gov/Archives/edgar/data/2093524/000121390026100601/0001213900-26-100601-index.htm,8-K,CURRENT REPORT,https://www.sec.gov/Archives/edgar/data/2093524/000121390026100601/ea0305349-8k425_aperture.htm,True,
APURU,2026-09-16 00:00:00,https://www.sec.gov/Archives/edgar/data/2093524/000121390026100601/0001213900-26-100601-index.htm,EX-10.1,"COMPANY SUPPORT AGREEMENT, DATED AS OF SEPTEMBER 10, 2026, BY AND AMONG APERTURE",https://www.sec.gov/Archives/edgar/data/2093524/000121390026100601/ea030534901ex10-1.htm,False,
APURU,2026-09-16 00:00:00,https://www.sec.gov/Archives/edgar/data/2093524/000121390026100601/0001213900-26-100601-index.htm,EX-10.2,"SPONSOR SUPPORT AGREEMENT, DATED AS OF SEPTEMBER 10, 2026, BY AND AMONG APERTURE",https://www.sec.gov/Archives/edgar/data/2093524/000121390026100601/ea030534901ex10-2.htm,False,
ARI,2026-09-16 00:00:00,https://www.sec.gov/Archives/edgar/data/1467760/000119312526393256/0001193125-26-393256-index.htm,8-K,8-K,https://www.sec.gov/Archives/edgar/data/1467760/000119312526393256/d170111d8k.htm,False,
