symbol,filingDate,filing_detail_url,document_type,document_description,document_url,matched,error
UPTD,2026-06-30 00:00:00,https://www.sec.gov/Archives/edgar/data/1844417/000121390026073847/0001213900-26-073847-index.htm,8-K,CURRENT REPORT,https://www.sec.gov/Archives/edgar/data/1844417/000121390026073847/ea029661701-8k_estrella.htm,False,
UPTDU,2026-06-30 00:00:00,https://www.sec.gov/Archives/edgar/data/1844417/000121390026073847/0001213900-26-073847-index.htm,8-K,CURRENT REPORT,https://www.sec.gov/Archives/edgar/data/1844417/000121390026073847/ea029661701-8k_estrella.htm,False,
UPTDW,2026-06-30 00:00:00,https://www.sec.gov/Archives/edgar/data/1844417/000121390026073847/0001213900-26-073847-index.htm,8-K,CURRENT REPORT,https://www.sec.gov/Archives/edgar/data/1844417/000121390026073847/ea029661701-8k_estrella.htm,False,
ESLAW,2026-06-30 00:00:00,https://www.sec.gov/Archives/edgar/data/1844417/000121390026073847/0001213900-26-073847-index.htm,8-K,CURRENT REPORT,https://www.sec.gov/Archives/edgar/data/1844417/000121390026073847/ea029661701-8k_estrella.htm,False,
ESLA,2026-06-30 00:00:00,https://www.sec.gov/Archives/edgar/data/1844417/000121390026073847/0001213900-26-073847-index.htm,8-K,CURRENT REPORT,https://www.sec.gov/Archives/edgar/data/1844417/000121390026073847/ea029661701-8k_estrella.htm,False,
NIMU,2026-06-30 00:00:00,https://www.sec.gov/Archives/edgar/data/720762/000149315226031343/0001493152-26-031343-index.htm,8-K,8-K,https://www.sec.gov/Archives/edgar/data/720762/000149315226031343/form8-k.htm,True,
NIMU,2026-06-30 00:00:00,https://www.sec.gov/Archives/edgar/data/720762/000149315226031343/0001493152-26-031343-index.htm,EX-10.1,EX-10.1,https://www.sec.gov/Archives/edgar/data/720762/000149315226031343/ex10-1.htm,False,
None,2026-06-30 00:00:00,https://www.sec.gov/Archives/edgar/data/2086438/000119312526290853/0001193125-26-290853-index.htm,8-K,8-K,https://www.sec.gov/Archives/edgar/data/2086438/000119312526290853/d117784d8k.htm,False,
None,2026-06-30 00:00:00,https://www.sec.gov/Archives/edgar/data/2086438/000119312526290853/0001193125-26-290853-index.htm,EX-99.1,EX-99.1,https://www.sec.gov/Archives/edgar/data/2086438/000119312526290853/d117784dex991.htm,False,
RAIN,2026-06-30 00:00:00,https://www.sec.gov/Archives/edgar/data/2028293/000121390026073834/0001213900-26-073834-index.htm,8-K,CURRENT REPORT,https://www.sec.gov/Archives/edgar/data/2028293/000121390026073834/ea0296474-8k_rain.htm,True,
RAINW,2026-06-30 00:00:00,https://www.sec.gov/Archives/edgar/data/2028293/000121390026073834/0001213900-26-073834-index.htm,8-K,CURRENT REPORT,https://www.sec.gov/Archives/edgar/data/2028293/000121390026073834/ea0296474-8k_rain.htm,True,
WAVSW,2026-06-30 00:00:00,https://www.sec.gov/Archives/edgar/data/1868419/000149315226031333/0001493152-26-031333-index.htm,8-K,8-K,https://www.sec.gov/Archives/edgar/data/1868419/000149315226031333/form8-k.htm,True,
WAVSW,2026-06-30 00:00:00,https://www.sec.gov/Archives/edgar/data/1868419/000149315226031333/0001493152-26-031333-index.htm,EX-10.1,EX-10.1,https://www.sec.gov/Archives/edgar/data/1868419/000149315226031333/ex10-1.htm,False,
WAVSW,2026-06-30 00:00:00,https://www.sec.gov/Archives/edgar/data/1868419/000149315226031333/0001493152-26-031333-index.htm,EX-99.1,EX-99.1,https://www.sec.gov/Archives/edgar/data/1868419/000149315226031333/ex99-1.htm,False,
WAVS,2026-06-30 00:00:00,https://www.sec.gov/Archives/edgar/data/1868419/000149315226031333/0001493152-26-031333-index.htm,8-K,8-K,https://www.sec.gov/Archives/edgar/data/1868419/000149315226031333/form8-k.htm,True,
WAVS,2026-06-30 00:00:00,https://www.sec.gov/Archives/edgar/data/1868419/000149315226031333/0001493152-26-031333-index.htm,EX-10.1,EX-10.1,https://www.sec.gov/Archives/edgar/data/1868419/000149315226031333/ex10-1.htm,False,
WAVS,2026-06-30 00:00:00,https://www.sec.gov/Archives/edgar/data/1868419/000149315226031333/0001493152-26-031333-index.htm,EX-99.1,EX-99.1,https://www.sec.gov/Archives/edgar/data/1868419/000149315226031333/ex99-1.htm,False,
WAVSU,2026-06-30 00:00:00,https://www.sec.gov/Archives/edgar/data/1868419/000149315226031333/0001493152-26-031333-index.htm,8-K,8-K,https://www.sec.gov/Archives/edgar/data/1868419/000149315226031333/form8-k.htm,True,
WAVSU,2026-06-30 00:00:00,https://www.sec.gov/Archives/edgar/data/1868419/000149315226031333/0001493152-26-031333-index.htm,EX-10.1,EX-10.1,https://www.sec.gov/Archives/edgar/data/1868419/000149315226031333/ex10-1.htm,False,
WAVSU,2026-06-30 00:00:00,https://www.sec.gov/Archives/edgar/data/1868419/000149315226031333/0001493152-26-031333-index.htm,EX-99.1,EX-99.1,https://www.sec.gov/Archives/edgar/data/1868419/000149315226031333/ex99-1.htm,False,
