symbol,filingDate,filing_detail_url,document_type,document_description,document_url,matched,error
AIMDW,2026-07-09 00:00:00,https://www.sec.gov/Archives/edgar/data/1014763/000149315226032729/0001493152-26-032729-index.htm,8-K,8-K,https://www.sec.gov/Archives/edgar/data/1014763/000149315226032729/form8-k.htm,False,
AIMDW,2026-07-09 00:00:00,https://www.sec.gov/Archives/edgar/data/1014763/000149315226032729/0001493152-26-032729-index.htm,EX-10.1,EX-10.1,https://www.sec.gov/Archives/edgar/data/1014763/000149315226032729/ex10-1.htm,False,
AIMD,2026-07-09 00:00:00,https://www.sec.gov/Archives/edgar/data/1014763/000149315226032729/0001493152-26-032729-index.htm,8-K,8-K,https://www.sec.gov/Archives/edgar/data/1014763/000149315226032729/form8-k.htm,False,
AIMD,2026-07-09 00:00:00,https://www.sec.gov/Archives/edgar/data/1014763/000149315226032729/0001493152-26-032729-index.htm,EX-10.1,EX-10.1,https://www.sec.gov/Archives/edgar/data/1014763/000149315226032729/ex10-1.htm,False,
AZO,2026-07-09 00:00:00,https://www.sec.gov/Archives/edgar/data/866787/000110465926082304/0001104659-26-082304-index.htm,8-K,FORM 8-K,https://www.sec.gov/Archives/edgar/data/866787/000110465926082304/tm2619274d6_8k.htm,True,
MRVL,2026-07-09 00:00:00,https://www.sec.gov/Archives/edgar/data/1835632/000119312526299843/0001193125-26-299843-index.htm,8-K,8-K,https://www.sec.gov/Archives/edgar/data/1835632/000119312526299843/d82462d8k.htm,False,
PLMKU,2026-07-09 00:00:00,https://www.sec.gov/Archives/edgar/data/2030482/000121390026076792/0001213900-26-076792-index.htm,8-K,CURRENT REPORT,https://www.sec.gov/Archives/edgar/data/2030482/000121390026076792/ea0297581-8k_plum4.htm,False,
PLMKW,2026-07-09 00:00:00,https://www.sec.gov/Archives/edgar/data/2030482/000121390026076792/0001213900-26-076792-index.htm,8-K,CURRENT REPORT,https://www.sec.gov/Archives/edgar/data/2030482/000121390026076792/ea0297581-8k_plum4.htm,False,
PLMK,2026-07-09 00:00:00,https://www.sec.gov/Archives/edgar/data/2030482/000121390026076792/0001213900-26-076792-index.htm,8-K,CURRENT REPORT,https://www.sec.gov/Archives/edgar/data/2030482/000121390026076792/ea0297581-8k_plum4.htm,False,
TRNR,2026-07-09 00:00:00,https://www.sec.gov/Archives/edgar/data/1785056/000119312526299839/0001193125-26-299839-index.htm,8-K,8-K,https://www.sec.gov/Archives/edgar/data/1785056/000119312526299839/trnr-20260707.htm,True,
TRNR,2026-07-09 00:00:00,https://www.sec.gov/Archives/edgar/data/1785056/000119312526299839/0001193125-26-299839-index.htm,EX-10.1,EX-10.1,https://www.sec.gov/Archives/edgar/data/1785056/000119312526299839/trnr-ex10_1.htm,True,
TRNR,2026-07-09 00:00:00,https://www.sec.gov/Archives/edgar/data/1785056/000119312526299839/0001193125-26-299839-index.htm,EX-99.1,EX-99.1,https://www.sec.gov/Archives/edgar/data/1785056/000119312526299839/trnr-ex99_1.htm,False,
FRMI,2026-07-09 00:00:00,https://www.sec.gov/Archives/edgar/data/2071778/000121390026076788/0001213900-26-076788-index.htm,8-K,CURRENT REPORT,https://www.sec.gov/Archives/edgar/data/2071778/000121390026076788/ea0297535-8k_fermi.htm,False,
FRMI,2026-07-09 00:00:00,https://www.sec.gov/Archives/edgar/data/2071778/000121390026076788/0001213900-26-076788-index.htm,EX-99.1,"EXCERPTS FROM PRELIMINARY OFFERING MEMORANDUM OF THE COMPANY, DATED JULY 9, 2026",https://www.sec.gov/Archives/edgar/data/2071778/000121390026076788/ea029753501ex99-1.htm,False,
BHVN,2026-07-09 00:00:00,https://www.sec.gov/Archives/edgar/data/1935979/000193597926000053/0001935979-26-000053-index.htm,8-K,8-K,https://www.sec.gov/Archives/edgar/data/1935979/000193597926000053/bhvn-20260709.htm,False,
BHVN,2026-07-09 00:00:00,https://www.sec.gov/Archives/edgar/data/1935979/000193597926000053/0001935979-26-000053-index.htm,EX-99.1,EX-99.1,https://www.sec.gov/Archives/edgar/data/1935979/000193597926000053/exhibit991biohavenannounce.htm,False,
