symbol,filingDate,filing_detail_url,document_type,document_description,document_url,matched,error
MXC,2026-09-10 00:00:00,https://www.sec.gov/Archives/edgar/data/66418/000149315226042246/0001493152-26-042246-index.htm,8-K,8-K,https://www.sec.gov/Archives/edgar/data/66418/000149315226042246/form8-k.htm,False,
MXC,2026-09-10 00:00:00,https://www.sec.gov/Archives/edgar/data/66418/000149315226042246/0001493152-26-042246-index.htm,EX-10.1,EX-10.1,https://www.sec.gov/Archives/edgar/data/66418/000149315226042246/ex10-1.htm,False,
MXC,2026-09-10 00:00:00,https://www.sec.gov/Archives/edgar/data/66418/000149315226042246/0001493152-26-042246-index.htm,EX-10.2,EX-10.2,https://www.sec.gov/Archives/edgar/data/66418/000149315226042246/ex10-2.htm,False,
OSTX,2026-09-10 00:00:00,https://www.sec.gov/Archives/edgar/data/1795091/000121390026098880/0001213900-26-098880-index.htm,8-K,CURRENT REPORT,https://www.sec.gov/Archives/edgar/data/1795091/000121390026098880/ea0305135-8k_ostherapies.htm,False,
BHSE,2026-09-10 00:00:00,https://www.sec.gov/Archives/edgar/data/1759186/000118518526003919/0001185185-26-003919-index.htm,8-K,FORM 8-K,https://www.sec.gov/Archives/edgar/data/1759186/000118518526003919/zsqr8k091026.htm,False,
BHSEU,2026-09-10 00:00:00,https://www.sec.gov/Archives/edgar/data/1759186/000118518526003919/0001185185-26-003919-index.htm,8-K,FORM 8-K,https://www.sec.gov/Archives/edgar/data/1759186/000118518526003919/zsqr8k091026.htm,False,
BHSEW,2026-09-10 00:00:00,https://www.sec.gov/Archives/edgar/data/1759186/000118518526003919/0001185185-26-003919-index.htm,8-K,FORM 8-K,https://www.sec.gov/Archives/edgar/data/1759186/000118518526003919/zsqr8k091026.htm,False,
COEPW,2026-09-10 00:00:00,https://www.sec.gov/Archives/edgar/data/1759186/000118518526003919/0001185185-26-003919-index.htm,8-K,FORM 8-K,https://www.sec.gov/Archives/edgar/data/1759186/000118518526003919/zsqr8k091026.htm,False,
COEP,2026-09-10 00:00:00,https://www.sec.gov/Archives/edgar/data/1759186/000118518526003919/0001185185-26-003919-index.htm,8-K,FORM 8-K,https://www.sec.gov/Archives/edgar/data/1759186/000118518526003919/zsqr8k091026.htm,False,
ADRA-WT,2026-09-10 00:00:00,https://www.sec.gov/Archives/edgar/data/1823584/000149315226042245/0001493152-26-042245-index.htm,8-K,8-K,https://www.sec.gov/Archives/edgar/data/1823584/000149315226042245/form8-k.htm,False,
ADRA-WT,2026-09-10 00:00:00,https://www.sec.gov/Archives/edgar/data/1823584/000149315226042245/0001493152-26-042245-index.htm,EX-99.1,EX-99.1,https://www.sec.gov/Archives/edgar/data/1823584/000149315226042245/ex99-1.htm,True,
AENTW,2026-09-10 00:00:00,https://www.sec.gov/Archives/edgar/data/1823584/000149315226042245/0001493152-26-042245-index.htm,8-K,8-K,https://www.sec.gov/Archives/edgar/data/1823584/000149315226042245/form8-k.htm,False,
AENTW,2026-09-10 00:00:00,https://www.sec.gov/Archives/edgar/data/1823584/000149315226042245/0001493152-26-042245-index.htm,EX-99.1,EX-99.1,https://www.sec.gov/Archives/edgar/data/1823584/000149315226042245/ex99-1.htm,True,
AENT,2026-09-10 00:00:00,https://www.sec.gov/Archives/edgar/data/1823584/000149315226042245/0001493152-26-042245-index.htm,8-K,8-K,https://www.sec.gov/Archives/edgar/data/1823584/000149315226042245/form8-k.htm,False,
AENT,2026-09-10 00:00:00,https://www.sec.gov/Archives/edgar/data/1823584/000149315226042245/0001493152-26-042245-index.htm,EX-99.1,EX-99.1,https://www.sec.gov/Archives/edgar/data/1823584/000149315226042245/ex99-1.htm,True,
ADRA-UN,2026-09-10 00:00:00,https://www.sec.gov/Archives/edgar/data/1823584/000149315226042245/0001493152-26-042245-index.htm,8-K,8-K,https://www.sec.gov/Archives/edgar/data/1823584/000149315226042245/form8-k.htm,False,
ADRA-UN,2026-09-10 00:00:00,https://www.sec.gov/Archives/edgar/data/1823584/000149315226042245/0001493152-26-042245-index.htm,EX-99.1,EX-99.1,https://www.sec.gov/Archives/edgar/data/1823584/000149315226042245/ex99-1.htm,True,
ADRA,2026-09-10 00:00:00,https://www.sec.gov/Archives/edgar/data/1823584/000149315226042245/0001493152-26-042245-index.htm,8-K,8-K,https://www.sec.gov/Archives/edgar/data/1823584/000149315226042245/form8-k.htm,False,
ADRA,2026-09-10 00:00:00,https://www.sec.gov/Archives/edgar/data/1823584/000149315226042245/0001493152-26-042245-index.htm,EX-99.1,EX-99.1,https://www.sec.gov/Archives/edgar/data/1823584/000149315226042245/ex99-1.htm,True,
KALA,2026-09-10 00:00:00,https://www.sec.gov/Archives/edgar/data/1479419/000182912626009999/0001829126-26-009999-index.htm,8-K,8-K,https://www.sec.gov/Archives/edgar/data/1479419/000182912626009999/kalabio_8k.htm,True,
KALA,2026-09-10 00:00:00,https://www.sec.gov/Archives/edgar/data/1479419/000182912626009999/0001829126-26-009999-index.htm,EX-10.1,EXHIBIT 10.1,https://www.sec.gov/Archives/edgar/data/1479419/000182912626009999/kalabio_ex10-1.htm,False,
QTRRF,2026-09-10 00:00:00,https://www.sec.gov/Archives/edgar/data/1339688/000106299326004896/0001062993-26-004896-index.htm,8-K,FORM 8-K,https://www.sec.gov/Archives/edgar/data/1339688/000106299326004896/form8k.htm,False,
QTRRF,2026-09-10 00:00:00,https://www.sec.gov/Archives/edgar/data/1339688/000106299326004896/0001062993-26-004896-index.htm,EX-99.1,EXHIBIT 99.1,https://www.sec.gov/Archives/edgar/data/1339688/000106299326004896/exhibit99-1.htm,False,
LCGMF,2026-09-10 00:00:00,https://www.sec.gov/Archives/edgar/data/1339688/000106299326004896/0001062993-26-004896-index.htm,8-K,FORM 8-K,https://www.sec.gov/Archives/edgar/data/1339688/000106299326004896/form8k.htm,False,
LCGMF,2026-09-10 00:00:00,https://www.sec.gov/Archives/edgar/data/1339688/000106299326004896/0001062993-26-004896-index.htm,EX-99.1,EXHIBIT 99.1,https://www.sec.gov/Archives/edgar/data/1339688/000106299326004896/exhibit99-1.htm,False,
ARCLW,2026-09-10 00:00:00,https://www.sec.gov/Archives/edgar/data/2073515/000149315226042241/0001493152-26-042241-index.htm,8-K,8-K,https://www.sec.gov/Archives/edgar/data/2073515/000149315226042241/form8-k.htm,True,
ARCLW,2026-09-10 00:00:00,https://www.sec.gov/Archives/edgar/data/2073515/000149315226042241/0001493152-26-042241-index.htm,EX-10.1,EX-10.1,https://www.sec.gov/Archives/edgar/data/2073515/000149315226042241/ex10-1.htm,False,
ARCLW,2026-09-10 00:00:00,https://www.sec.gov/Archives/edgar/data/2073515/000149315226042241/0001493152-26-042241-index.htm,EX-10.2,EX-10.2,https://www.sec.gov/Archives/edgar/data/2073515/000149315226042241/ex10-2.htm,False,
ARCLW,2026-09-10 00:00:00,https://www.sec.gov/Archives/edgar/data/2073515/000149315226042241/0001493152-26-042241-index.htm,EX-99.1,EX-99.1,https://www.sec.gov/Archives/edgar/data/2073515/000149315226042241/ex99-1.htm,False,
ARCLU,2026-09-10 00:00:00,https://www.sec.gov/Archives/edgar/data/2073515/000149315226042241/0001493152-26-042241-index.htm,8-K,8-K,https://www.sec.gov/Archives/edgar/data/2073515/000149315226042241/form8-k.htm,True,
ARCLU,2026-09-10 00:00:00,https://www.sec.gov/Archives/edgar/data/2073515/000149315226042241/0001493152-26-042241-index.htm,EX-10.1,EX-10.1,https://www.sec.gov/Archives/edgar/data/2073515/000149315226042241/ex10-1.htm,False,
ARCLU,2026-09-10 00:00:00,https://www.sec.gov/Archives/edgar/data/2073515/000149315226042241/0001493152-26-042241-index.htm,EX-10.2,EX-10.2,https://www.sec.gov/Archives/edgar/data/2073515/000149315226042241/ex10-2.htm,False,
ARCLU,2026-09-10 00:00:00,https://www.sec.gov/Archives/edgar/data/2073515/000149315226042241/0001493152-26-042241-index.htm,EX-99.1,EX-99.1,https://www.sec.gov/Archives/edgar/data/2073515/000149315226042241/ex99-1.htm,False,
ARCLR,2026-09-10 00:00:00,https://www.sec.gov/Archives/edgar/data/2073515/000149315226042241/0001493152-26-042241-index.htm,8-K,8-K,https://www.sec.gov/Archives/edgar/data/2073515/000149315226042241/form8-k.htm,True,
ARCLR,2026-09-10 00:00:00,https://www.sec.gov/Archives/edgar/data/2073515/000149315226042241/0001493152-26-042241-index.htm,EX-10.1,EX-10.1,https://www.sec.gov/Archives/edgar/data/2073515/000149315226042241/ex10-1.htm,False,
ARCLR,2026-09-10 00:00:00,https://www.sec.gov/Archives/edgar/data/2073515/000149315226042241/0001493152-26-042241-index.htm,EX-10.2,EX-10.2,https://www.sec.gov/Archives/edgar/data/2073515/000149315226042241/ex10-2.htm,False,
ARCLR,2026-09-10 00:00:00,https://www.sec.gov/Archives/edgar/data/2073515/000149315226042241/0001493152-26-042241-index.htm,EX-99.1,EX-99.1,https://www.sec.gov/Archives/edgar/data/2073515/000149315226042241/ex99-1.htm,False,
ARCL,2026-09-10 00:00:00,https://www.sec.gov/Archives/edgar/data/2073515/000149315226042241/0001493152-26-042241-index.htm,8-K,8-K,https://www.sec.gov/Archives/edgar/data/2073515/000149315226042241/form8-k.htm,True,
ARCL,2026-09-10 00:00:00,https://www.sec.gov/Archives/edgar/data/2073515/000149315226042241/0001493152-26-042241-index.htm,EX-10.1,EX-10.1,https://www.sec.gov/Archives/edgar/data/2073515/000149315226042241/ex10-1.htm,False,
ARCL,2026-09-10 00:00:00,https://www.sec.gov/Archives/edgar/data/2073515/000149315226042241/0001493152-26-042241-index.htm,EX-10.2,EX-10.2,https://www.sec.gov/Archives/edgar/data/2073515/000149315226042241/ex10-2.htm,False,
