symbol,cik,filingDate,acceptedDate,formType,hasFinancials,link,finalLink
CUE,0001645460,2026-07-10 00:00:00,2026-07-10 17:29:46,8-K,False,https://www.sec.gov/Archives/edgar/data/1645460/000119312526301052/0001193125-26-301052-index.htm,https://www.sec.gov/Archives/edgar/data/1645460/000119312526301052/d123955d8k.htm
VIVK,0001450704,2026-07-10 00:00:00,2026-07-10 17:29:37,8-K,False,https://www.sec.gov/Archives/edgar/data/1450704/000182912626007518/0001829126-26-007518-index.htm,https://www.sec.gov/Archives/edgar/data/1450704/000182912626007518/vivakorinc_8k.htm
ATER,0001757715,2026-07-10 00:00:00,2026-07-10 17:28:32,8-K,False,https://www.sec.gov/Archives/edgar/data/1757715/000143774926023359/0001437749-26-023359-index.htm,https://www.sec.gov/Archives/edgar/data/1757715/000143774926023359/ater20260710_8k.htm
BRKH,0002098707,2026-07-10 00:00:00,2026-07-10 17:27:20,8-K,False,https://www.sec.gov/Archives/edgar/data/2098707/000121390026077285/0001213900-26-077285-index.htm,https://www.sec.gov/Archives/edgar/data/2098707/000121390026077285/ea0297707-8k_burtech2.htm
TNON,0001560293,2026-07-10 00:00:00,2026-07-10 17:19:01,8-K,False,https://www.sec.gov/Archives/edgar/data/1560293/000121390026077274/0001213900-26-077274-index.htm,https://www.sec.gov/Archives/edgar/data/1560293/000121390026077274/ea0297192-8k_tenon.htm
CTSH,0001058290,2026-07-10 00:00:00,2026-07-10 17:13:29,8-K,False,https://www.sec.gov/Archives/edgar/data/1058290/000105829026000025/0001058290-26-000025-index.htm,https://www.sec.gov/Archives/edgar/data/1058290/000105829026000025/ctsh-20260630.htm
CLRB,0001279704,2026-07-10 00:00:00,2026-07-10 17:13:07,8-K,False,https://www.sec.gov/Archives/edgar/data/1279704/000110465926082719/0001104659-26-082719-index.htm,https://www.sec.gov/Archives/edgar/data/1279704/000110465926082719/tm2620219d1_8k.htm
NSA-PA,0001618563,2026-07-10 00:00:00,2026-07-10 17:12:07,8-K,False,https://www.sec.gov/Archives/edgar/data/1618563/000110465926082717/0001104659-26-082717-index.htm,https://www.sec.gov/Archives/edgar/data/1618563/000110465926082717/tm2620251d1_8k.htm
NSA-PB,0001618563,2026-07-10 00:00:00,2026-07-10 17:12:07,8-K,False,https://www.sec.gov/Archives/edgar/data/1618563/000110465926082717/0001104659-26-082717-index.htm,https://www.sec.gov/Archives/edgar/data/1618563/000110465926082717/tm2620251d1_8k.htm
NSA,0001618563,2026-07-10 00:00:00,2026-07-10 17:12:07,8-K,False,https://www.sec.gov/Archives/edgar/data/1618563/000110465926082717/0001104659-26-082717-index.htm,https://www.sec.gov/Archives/edgar/data/1618563/000110465926082717/tm2620251d1_8k.htm
PHGE-WT,0001739174,2026-07-10 00:00:00,2026-07-10 17:10:14,8-K,False,https://www.sec.gov/Archives/edgar/data/1739174/000121390026077250/0001213900-26-077250-index.htm,https://www.sec.gov/Archives/edgar/data/1739174/000121390026077250/ea0297633-8k_biomx.htm
PHGE-UN,0001739174,2026-07-10 00:00:00,2026-07-10 17:10:14,8-K,False,https://www.sec.gov/Archives/edgar/data/1739174/000121390026077250/0001213900-26-077250-index.htm,https://www.sec.gov/Archives/edgar/data/1739174/000121390026077250/ea0297633-8k_biomx.htm
PHGE,0001739174,2026-07-10 00:00:00,2026-07-10 17:10:14,8-K,False,https://www.sec.gov/Archives/edgar/data/1739174/000121390026077250/0001213900-26-077250-index.htm,https://www.sec.gov/Archives/edgar/data/1739174/000121390026077250/ea0297633-8k_biomx.htm
