symbol,filingDate,filing_detail_url,document_type
ADTX,2026-06-10 00:00:00,https://www.sec.gov/Archives/edgar/data/1726711/000121390026067421/0001213900-26-067421-index.htm,8-K
BHR,2026-06-10 00:00:00,https://www.sec.gov/Archives/edgar/data/1574085/000157408526000098/0001574085-26-000098-index.htm,8-K
BHR-PB,2026-06-10 00:00:00,https://www.sec.gov/Archives/edgar/data/1574085/000157408526000098/0001574085-26-000098-index.htm,8-K
BHR-PD,2026-06-10 00:00:00,https://www.sec.gov/Archives/edgar/data/1574085/000157408526000098/0001574085-26-000098-index.htm,8-K
CGCTW,2026-06-10 00:00:00,https://www.sec.gov/Archives/edgar/data/2049662/000110465926072433/0001104659-26-072433-index.htm,8-K
CGCT,2026-06-10 00:00:00,https://www.sec.gov/Archives/edgar/data/2049662/000110465926072433/0001104659-26-072433-index.htm,8-K
CGCTU,2026-06-10 00:00:00,https://www.sec.gov/Archives/edgar/data/2049662/000110465926072433/0001104659-26-072433-index.htm,8-K
RDNT,2026-06-10 00:00:00,https://www.sec.gov/Archives/edgar/data/790526/000168316826004716/0001683168-26-004716-index.htm,8-K
TNGX,2026-06-10 00:00:00,https://www.sec.gov/Archives/edgar/data/1819133/000119312526266078/0001193125-26-266078-index.htm,8-K
BCTG,2026-06-10 00:00:00,https://www.sec.gov/Archives/edgar/data/1819133/000119312526266078/0001193125-26-266078-index.htm,8-K
NCPLW,2026-06-10 00:00:00,https://www.sec.gov/Archives/edgar/data/1414767/000149315226028158/0001493152-26-028158-index.htm,8-K
NCPL,2026-06-10 00:00:00,https://www.sec.gov/Archives/edgar/data/1414767/000149315226028158/0001493152-26-028158-index.htm,8-K
DFH,2026-06-10 00:00:00,https://www.sec.gov/Archives/edgar/data/1825088/000162828026042289/0001628280-26-042289-index.htm,8-K
SWMR,2026-06-10 00:00:00,https://www.sec.gov/Archives/edgar/data/2092574/000110465926072412/0001104659-26-072412-index.htm,8-K
SNDX,2026-06-10 00:00:00,https://www.sec.gov/Archives/edgar/data/1395937/000119312526266027/0001193125-26-266027-index.htm,8-K
JJSF,2026-06-10 00:00:00,https://www.sec.gov/Archives/edgar/data/785956/000143774926020193/0001437749-26-020193-index.htm,8-K
AEO,2026-06-10 00:00:00,https://www.sec.gov/Archives/edgar/data/919012/000119312526266019/0001193125-26-266019-index.htm,8-K
GRIL,2026-06-10 00:00:00,https://www.sec.gov/Archives/edgar/data/1701756/000173112226000838/0001731122-26-000838-index.htm,8-K
NCPLW,2026-06-10 00:00:00,https://www.sec.gov/Archives/edgar/data/1414767/000149315226028135/0001493152-26-028135-index.htm,8-K
