symbol,cik,filingDate,acceptedDate,formType,hasFinancials,link,finalLink
PRPO,0001043961,2026-08-14 00:00:00,2026-08-14 17:30:25,8-K,False,https://www.sec.gov/Archives/edgar/data/1043961/000110465926097364/0001104659-26-097364-index.htm,https://www.sec.gov/Archives/edgar/data/1043961/000110465926097364/tm2623274d1_8k.htm
MDIA,0001784254,2026-08-14 00:00:00,2026-08-14 17:29:43,8-K,False,https://www.sec.gov/Archives/edgar/data/1784254/000178425426000037/0001784254-26-000037-index.htm,https://www.sec.gov/Archives/edgar/data/1784254/000178425426000037/mdia-20260814.htm
IHT,0000082473,2026-08-14 00:00:00,2026-08-14 17:27:14,8-K,False,https://www.sec.gov/Archives/edgar/data/82473/000149315226038529/0001493152-26-038529-index.htm,https://www.sec.gov/Archives/edgar/data/82473/000149315226038529/form8-k.htm
WSUPW,0001819516,2026-08-14 00:00:00,2026-08-14 17:27:09,8-K,False,https://www.sec.gov/Archives/edgar/data/1819516/000162828026057181/0001628280-26-057181-index.htm,https://www.sec.gov/Archives/edgar/data/1819516/000162828026057181/up-20260810.htm
UP-WT,0001819516,2026-08-14 00:00:00,2026-08-14 17:27:09,8-K,False,https://www.sec.gov/Archives/edgar/data/1819516/000162828026057181/0001628280-26-057181-index.htm,https://www.sec.gov/Archives/edgar/data/1819516/000162828026057181/up-20260810.htm
UP,0001819516,2026-08-14 00:00:00,2026-08-14 17:27:09,8-K,False,https://www.sec.gov/Archives/edgar/data/1819516/000162828026057181/0001628280-26-057181-index.htm,https://www.sec.gov/Archives/edgar/data/1819516/000162828026057181/up-20260810.htm
CTVA,0001755672,2026-08-14 00:00:00,2026-08-14 17:25:30,8-K,False,https://www.sec.gov/Archives/edgar/data/1755672/000119312526352659/0001193125-26-352659-index.htm,https://www.sec.gov/Archives/edgar/data/30554/000119312526352659/d163420d8k.htm
CTA-PB,0000030554,2026-08-14 00:00:00,2026-08-14 17:25:30,8-K,False,https://www.sec.gov/Archives/edgar/data/30554/000119312526352659/0001193125-26-352659-index.htm,https://www.sec.gov/Archives/edgar/data/30554/000119312526352659/d163420d8k.htm
CTA-PA,0000030554,2026-08-14 00:00:00,2026-08-14 17:25:30,8-K,False,https://www.sec.gov/Archives/edgar/data/30554/000119312526352659/0001193125-26-352659-index.htm,https://www.sec.gov/Archives/edgar/data/30554/000119312526352659/d163420d8k.htm
AUID,0001534154,2026-08-14 00:00:00,2026-08-14 17:24:13,8-K,False,https://www.sec.gov/Archives/edgar/data/1534154/000121390026090298/0001213900-26-090298-index.htm,https://www.sec.gov/Archives/edgar/data/1534154/000121390026090298/ea0302257-8k_authid.htm
QMCO,0000709283,2026-08-14 00:00:00,2026-08-14 17:24:03,8-K,False,https://www.sec.gov/Archives/edgar/data/709283/000162828026057180/0001628280-26-057180-index.htm,https://www.sec.gov/Archives/edgar/data/709283/000162828026057180/qtm-20260811.htm
APTMW,0001845550,2026-08-14 00:00:00,2026-08-14 17:23:44,8-K,False,https://www.sec.gov/Archives/edgar/data/1845550/000121390026090294/0001213900-26-090294-index.htm,https://www.sec.gov/Archives/edgar/data/1845550/000121390026090294/ea0302280-8k425_plum3.htm
APTM,0001845550,2026-08-14 00:00:00,2026-08-14 17:23:44,8-K,False,https://www.sec.gov/Archives/edgar/data/1845550/000121390026090294/0001213900-26-090294-index.htm,https://www.sec.gov/Archives/edgar/data/1845550/000121390026090294/ea0302280-8k425_plum3.htm
APTMU,0001845550,2026-08-14 00:00:00,2026-08-14 17:23:44,8-K,False,https://www.sec.gov/Archives/edgar/data/1845550/000121390026090294/0001213900-26-090294-index.htm,https://www.sec.gov/Archives/edgar/data/1845550/000121390026090294/ea0302280-8k425_plum3.htm
PLMJ,0001845550,2026-08-14 00:00:00,2026-08-14 17:23:44,8-K,False,https://www.sec.gov/Archives/edgar/data/1845550/000121390026090294/0001213900-26-090294-index.htm,https://www.sec.gov/Archives/edgar/data/1845550/000121390026090294/ea0302280-8k425_plum3.htm
PLMJU,0001845550,2026-08-14 00:00:00,2026-08-14 17:23:44,8-K,False,https://www.sec.gov/Archives/edgar/data/1845550/000121390026090294/0001213900-26-090294-index.htm,https://www.sec.gov/Archives/edgar/data/1845550/000121390026090294/ea0302280-8k425_plum3.htm
PLMJW,0001845550,2026-08-14 00:00:00,2026-08-14 17:23:44,8-K,False,https://www.sec.gov/Archives/edgar/data/1845550/000121390026090294/0001213900-26-090294-index.htm,https://www.sec.gov/Archives/edgar/data/1845550/000121390026090294/ea0302280-8k425_plum3.htm
OCLT,0002137679,2026-08-14 00:00:00,2026-08-14 17:20:43,8-K,True,https://www.sec.gov/Archives/edgar/data/2137679/000182912626008909/0001829126-26-008909-index.htm,https://www.sec.gov/Archives/edgar/data/2137679/000182912626008909/oceanlightacq_ex99-1.htm
RVP,0000946563,2026-08-14 00:00:00,2026-08-14 17:19:19,8-K,False,https://www.sec.gov/Archives/edgar/data/946563/000110465926097353/0001104659-26-097353-index.htm,https://www.sec.gov/Archives/edgar/data/946563/000110465926097353/tm2623222d1_8k.htm
DHCAW,0001838163,2026-08-14 00:00:00,2026-08-14 17:17:26,8-K,False,https://www.sec.gov/Archives/edgar/data/1838163/000149315226038510/0001493152-26-038510-index.htm,https://www.sec.gov/Archives/edgar/data/1838163/000149315226038510/form8-k.htm
DHCA,0001838163,2026-08-14 00:00:00,2026-08-14 17:17:26,8-K,False,https://www.sec.gov/Archives/edgar/data/1838163/000149315226038510/0001493152-26-038510-index.htm,https://www.sec.gov/Archives/edgar/data/1838163/000149315226038510/form8-k.htm
BNAI,0001838163,2026-08-14 00:00:00,2026-08-14 17:17:26,8-K,False,https://www.sec.gov/Archives/edgar/data/1838163/000149315226038510/0001493152-26-038510-index.htm,https://www.sec.gov/Archives/edgar/data/1838163/000149315226038510/form8-k.htm
