symbol,filingDate,filing_detail_url,document_type
LPAAU,2026-07-13 00:00:00,https://www.sec.gov/Archives/edgar/data/2015502/000121390026077654/0001213900-26-077654-index.htm,8-K
LPAA,2026-07-13 00:00:00,https://www.sec.gov/Archives/edgar/data/2015502/000121390026077654/0001213900-26-077654-index.htm,8-K
LPAAW,2026-07-13 00:00:00,https://www.sec.gov/Archives/edgar/data/2015502/000121390026077654/0001213900-26-077654-index.htm,8-K
TALO,2026-07-13 00:00:00,https://www.sec.gov/Archives/edgar/data/1724965/000119312526302134/0001193125-26-302134-index.htm,8-K
None,2026-07-13 00:00:00,https://www.sec.gov/Archives/edgar/data/2138743/000119312526302133/0001193125-26-302133-index.htm,8-K
None,2026-07-13 00:00:00,https://www.sec.gov/Archives/edgar/data/1347185/000119312526302133/0001193125-26-302133-index.htm,8-K
WRAP,2026-07-13 00:00:00,https://www.sec.gov/Archives/edgar/data/1702924/000149315226033073/0001493152-26-033073-index.htm,8-K
None,2026-07-13 00:00:00,https://www.sec.gov/Archives/edgar/data/1786471/000149315226033058/0001493152-26-033058-index.htm,8-K
SRV,2026-07-13 00:00:00,https://www.sec.gov/Archives/edgar/data/1400897/000139834426012113/0001398344-26-012113-index.htm,8-K
SBEV,2026-07-13 00:00:00,https://www.sec.gov/Archives/edgar/data/1553788/000173112226000933/0001731122-26-000933-index.htm,8-K
SBEV-WT,2026-07-13 00:00:00,https://www.sec.gov/Archives/edgar/data/1553788/000173112226000933/0001731122-26-000933-index.htm,8-K
NOEM,2026-07-13 00:00:00,https://www.sec.gov/Archives/edgar/data/1956648/000121390026077592/0001213900-26-077592-index.htm,8-K
NOEMU,2026-07-13 00:00:00,https://www.sec.gov/Archives/edgar/data/1956648/000121390026077592/0001213900-26-077592-index.htm,8-K
NOEMW,2026-07-13 00:00:00,https://www.sec.gov/Archives/edgar/data/1956648/000121390026077592/0001213900-26-077592-index.htm,8-K
NOEMR,2026-07-13 00:00:00,https://www.sec.gov/Archives/edgar/data/1956648/000121390026077592/0001213900-26-077592-index.htm,8-K
INTA,2026-07-13 00:00:00,https://www.sec.gov/Archives/edgar/data/1565687/000114036126028323/0001140361-26-028323-index.htm,8-K
REFI,2026-07-13 00:00:00,https://www.sec.gov/Archives/edgar/data/1867949/000121390026077585/0001213900-26-077585-index.htm,8-K
ADSK,2026-07-13 00:00:00,https://www.sec.gov/Archives/edgar/data/769397/000121390026077574/0001213900-26-077574-index.htm,8-K
O,2026-07-13 00:00:00,https://www.sec.gov/Archives/edgar/data/726728/000110465926083103/0001104659-26-083103-index.htm,8-K
SINO,2026-07-13 00:00:00,https://www.sec.gov/Archives/edgar/data/1422892/000121390026077549/0001213900-26-077549-index.htm,8-K
SGLY,2026-07-13 00:00:00,https://www.sec.gov/Archives/edgar/data/1422892/000121390026077549/0001213900-26-077549-index.htm,8-K
PAIC,2026-07-13 00:00:00,https://www.sec.gov/Archives/edgar/data/1810560/000119312526302008/0001193125-26-302008-index.htm,8-K
REVBW,2026-07-13 00:00:00,https://www.sec.gov/Archives/edgar/data/1810560/000119312526302008/0001193125-26-302008-index.htm,8-K
REVBU,2026-07-13 00:00:00,https://www.sec.gov/Archives/edgar/data/1810560/000119312526302008/0001193125-26-302008-index.htm,8-K
REVB,2026-07-13 00:00:00,https://www.sec.gov/Archives/edgar/data/1810560/000119312526302008/0001193125-26-302008-index.htm,8-K
PAICU,2026-07-13 00:00:00,https://www.sec.gov/Archives/edgar/data/1810560/000119312526302008/0001193125-26-302008-index.htm,8-K
LCAPU,2026-07-13 00:00:00,https://www.sec.gov/Archives/edgar/data/1802450/000121390026077545/0001213900-26-077545-index.htm,8-K
LIFWZ,2026-07-13 00:00:00,https://www.sec.gov/Archives/edgar/data/1802450/000121390026077545/0001213900-26-077545-index.htm,8-K
LIFWW,2026-07-13 00:00:00,https://www.sec.gov/Archives/edgar/data/1802450/000121390026077545/0001213900-26-077545-index.htm,8-K
LIFW,2026-07-13 00:00:00,https://www.sec.gov/Archives/edgar/data/1802450/000121390026077545/0001213900-26-077545-index.htm,8-K
MSPRW,2026-07-13 00:00:00,https://www.sec.gov/Archives/edgar/data/1802450/000121390026077545/0001213900-26-077545-index.htm,8-K
MSPR,2026-07-13 00:00:00,https://www.sec.gov/Archives/edgar/data/1802450/000121390026077545/0001213900-26-077545-index.htm,8-K
LCAPW,2026-07-13 00:00:00,https://www.sec.gov/Archives/edgar/data/1802450/000121390026077545/0001213900-26-077545-index.htm,8-K
MSPRZ,2026-07-13 00:00:00,https://www.sec.gov/Archives/edgar/data/1802450/000121390026077545/0001213900-26-077545-index.htm,8-K
None,2026-07-13 00:00:00,https://www.sec.gov/Archives/edgar/data/2026738/000119312526301797/0001193125-26-301797-index.htm,8-K
VEEE,2026-07-13 00:00:00,https://www.sec.gov/Archives/edgar/data/1855509/000173112226000931/0001731122-26-000931-index.htm,8-K
ESPR,2026-07-13 00:00:00,https://www.sec.gov/Archives/edgar/data/1434868/000110465926082926/0001104659-26-082926-index.htm,8-K
None,2026-07-13 00:00:00,https://www.sec.gov/Archives/edgar/data/1661458/000166145826000023/0001661458-26-000023-index.htm,8-K
FOUR,2026-07-13 00:00:00,https://www.sec.gov/Archives/edgar/data/1794669/000179466926000040/0001794669-26-000040-index.htm,8-K
GPRO,2026-07-13 00:00:00,https://www.sec.gov/Archives/edgar/data/1500435/000162828026047943/0001628280-26-047943-index.htm,8-K
MTNB,2026-07-13 00:00:00,https://www.sec.gov/Archives/edgar/data/1582554/000149315226032938/0001493152-26-032938-index.htm,8-K
MBUU,2026-07-13 00:00:00,https://www.sec.gov/Archives/edgar/data/1590976/000159097626000029/0001590976-26-000029-index.htm,8-K
HLMN,2026-07-13 00:00:00,https://www.sec.gov/Archives/edgar/data/1822492/000182249226000116/0001822492-26-000116-index.htm,8-K
LCYAU,2026-07-13 00:00:00,https://www.sec.gov/Archives/edgar/data/1822492/000182249226000116/0001822492-26-000116-index.htm,8-K
LCY,2026-07-13 00:00:00,https://www.sec.gov/Archives/edgar/data/1822492/000182249226000116/0001822492-26-000116-index.htm,8-K
PLUG,2026-07-13 00:00:00,https://www.sec.gov/Archives/edgar/data/1093691/000110465926082854/0001104659-26-082854-index.htm,8-K
QTTB,2026-07-13 00:00:00,https://www.sec.gov/Archives/edgar/data/1661998/000119312526301464/0001193125-26-301464-index.htm,8-K
FIXX,2026-07-13 00:00:00,https://www.sec.gov/Archives/edgar/data/1661998/000119312526301464/0001193125-26-301464-index.htm,8-K
FVN,2026-07-13 00:00:00,https://www.sec.gov/Archives/edgar/data/2010653/000182912626007528/0001829126-26-007528-index.htm,8-K
FVNNR,2026-07-13 00:00:00,https://www.sec.gov/Archives/edgar/data/2010653/000182912626007528/0001829126-26-007528-index.htm,8-K
FVNNU,2026-07-13 00:00:00,https://www.sec.gov/Archives/edgar/data/2010653/000182912626007528/0001829126-26-007528-index.htm,8-K
AGEN,2026-07-13 00:00:00,https://www.sec.gov/Archives/edgar/data/1098972/000119312526301414/0001193125-26-301414-index.htm,8-K
CODI,2026-07-13 00:00:00,https://www.sec.gov/Archives/edgar/data/1345126/000134512626000054/0001345126-26-000054-index.htm,8-K
CODI-PC,2026-07-13 00:00:00,https://www.sec.gov/Archives/edgar/data/1345126/000134512626000054/0001345126-26-000054-index.htm,8-K
CODI-PB,2026-07-13 00:00:00,https://www.sec.gov/Archives/edgar/data/1345126/000134512626000054/0001345126-26-000054-index.htm,8-K
CODI-PA,2026-07-13 00:00:00,https://www.sec.gov/Archives/edgar/data/1345126/000134512626000054/0001345126-26-000054-index.htm,8-K
None,2026-07-13 00:00:00,https://www.sec.gov/Archives/edgar/data/1345122/000134512626000054/0001345126-26-000054-index.htm,8-K
