symbol,filingDate,filing_detail_url,document_type,document_description,document_url,matched,error
None,2026-06-05 00:00:00,https://www.sec.gov/Archives/edgar/data/2074409/000119312526259992/0001193125-26-259992-index.htm,8-K,8-K,https://www.sec.gov/Archives/edgar/data/2074409/000119312526259992/d124105d8k.htm,False,
CRMT,2026-06-05 00:00:00,https://www.sec.gov/Archives/edgar/data/799850/000117184326003947/0001171843-26-003947-index.htm,8-K,FORM 8-K,https://www.sec.gov/Archives/edgar/data/799850/000117184326003947/f8k_060526.htm,True,
CRMT,2026-06-05 00:00:00,https://www.sec.gov/Archives/edgar/data/799850/000117184326003947/0001171843-26-003947-index.htm,EX-10.1,EXHIBIT 10.1,https://www.sec.gov/Archives/edgar/data/799850/000117184326003947/exh_101.htm,False,
CRMT,2026-06-05 00:00:00,https://www.sec.gov/Archives/edgar/data/799850/000117184326003947/0001171843-26-003947-index.htm,EX-10.2,EXHIBIT 10.2,https://www.sec.gov/Archives/edgar/data/799850/000117184326003947/exh_102.htm,False,
FXB,2026-06-05 00:00:00,https://www.sec.gov/Archives/edgar/data/1353611/000119312526259978/0001193125-26-259978-index.htm,8-K,8-K,https://www.sec.gov/Archives/edgar/data/1353611/000119312526259978/d103825d8k.htm,False,
FXA,2026-06-05 00:00:00,https://www.sec.gov/Archives/edgar/data/1353614/000119312526259977/0001193125-26-259977-index.htm,8-K,8-K,https://www.sec.gov/Archives/edgar/data/1353614/000119312526259977/d910667d8k.htm,False,
FXY,2026-06-05 00:00:00,https://www.sec.gov/Archives/edgar/data/1353613/000119312526259975/0001193125-26-259975-index.htm,8-K,8-K,https://www.sec.gov/Archives/edgar/data/1353613/000119312526259975/d146954d8k.htm,False,
DBC,2026-06-05 00:00:00,https://www.sec.gov/Archives/edgar/data/1328237/000119312526259974/0001193125-26-259974-index.htm,8-K,8-K,https://www.sec.gov/Archives/edgar/data/1328237/000119312526259974/d150631d8k.htm,False,
ZCAR,2026-06-05 00:00:00,https://www.sec.gov/Archives/edgar/data/1854275/000121390026065928/0001213900-26-065928-index.htm,8-K,CURRENT REPORT,https://www.sec.gov/Archives/edgar/data/1854275/000121390026065928/ea0293836-8k_zoomcar.htm,True,
ZCAR,2026-06-05 00:00:00,https://www.sec.gov/Archives/edgar/data/1854275/000121390026065928/0001213900-26-065928-index.htm,EX-10.1,"SECURITIES PURCHASE AGREEMENT, DATED AS OF JUNE 2, 2026, BY AND AMONG ZOOMCAR HO",https://www.sec.gov/Archives/edgar/data/1854275/000121390026065928/ea029383601ex10-1.htm,True,
ZCAR,2026-06-05 00:00:00,https://www.sec.gov/Archives/edgar/data/1854275/000121390026065928/0001213900-26-065928-index.htm,EX-10.2,"REGISTRATION RIGHTS AGREEMENT, DATED AS OF JUNE 2, 2026, BY AND AMONG ZOOMCAR HO",https://www.sec.gov/Archives/edgar/data/1854275/000121390026065928/ea029383601ex10-2.htm,False,
ZCARW,2026-06-05 00:00:00,https://www.sec.gov/Archives/edgar/data/1854275/000121390026065928/0001213900-26-065928-index.htm,8-K,CURRENT REPORT,https://www.sec.gov/Archives/edgar/data/1854275/000121390026065928/ea0293836-8k_zoomcar.htm,True,
ZCARW,2026-06-05 00:00:00,https://www.sec.gov/Archives/edgar/data/1854275/000121390026065928/0001213900-26-065928-index.htm,EX-10.1,"SECURITIES PURCHASE AGREEMENT, DATED AS OF JUNE 2, 2026, BY AND AMONG ZOOMCAR HO",https://www.sec.gov/Archives/edgar/data/1854275/000121390026065928/ea029383601ex10-1.htm,True,
ZCARW,2026-06-05 00:00:00,https://www.sec.gov/Archives/edgar/data/1854275/000121390026065928/0001213900-26-065928-index.htm,EX-10.2,"REGISTRATION RIGHTS AGREEMENT, DATED AS OF JUNE 2, 2026, BY AND AMONG ZOOMCAR HO",https://www.sec.gov/Archives/edgar/data/1854275/000121390026065928/ea029383601ex10-2.htm,False,
IOAC,2026-06-05 00:00:00,https://www.sec.gov/Archives/edgar/data/1854275/000121390026065928/0001213900-26-065928-index.htm,8-K,CURRENT REPORT,https://www.sec.gov/Archives/edgar/data/1854275/000121390026065928/ea0293836-8k_zoomcar.htm,True,
IOAC,2026-06-05 00:00:00,https://www.sec.gov/Archives/edgar/data/1854275/000121390026065928/0001213900-26-065928-index.htm,EX-10.1,"SECURITIES PURCHASE AGREEMENT, DATED AS OF JUNE 2, 2026, BY AND AMONG ZOOMCAR HO",https://www.sec.gov/Archives/edgar/data/1854275/000121390026065928/ea029383601ex10-1.htm,True,
IOAC,2026-06-05 00:00:00,https://www.sec.gov/Archives/edgar/data/1854275/000121390026065928/0001213900-26-065928-index.htm,EX-10.2,"REGISTRATION RIGHTS AGREEMENT, DATED AS OF JUNE 2, 2026, BY AND AMONG ZOOMCAR HO",https://www.sec.gov/Archives/edgar/data/1854275/000121390026065928/ea029383601ex10-2.htm,False,
IOACU,2026-06-05 00:00:00,https://www.sec.gov/Archives/edgar/data/1854275/000121390026065928/0001213900-26-065928-index.htm,8-K,CURRENT REPORT,https://www.sec.gov/Archives/edgar/data/1854275/000121390026065928/ea0293836-8k_zoomcar.htm,True,
IOACU,2026-06-05 00:00:00,https://www.sec.gov/Archives/edgar/data/1854275/000121390026065928/0001213900-26-065928-index.htm,EX-10.1,"SECURITIES PURCHASE AGREEMENT, DATED AS OF JUNE 2, 2026, BY AND AMONG ZOOMCAR HO",https://www.sec.gov/Archives/edgar/data/1854275/000121390026065928/ea029383601ex10-1.htm,True,
IOACU,2026-06-05 00:00:00,https://www.sec.gov/Archives/edgar/data/1854275/000121390026065928/0001213900-26-065928-index.htm,EX-10.2,"REGISTRATION RIGHTS AGREEMENT, DATED AS OF JUNE 2, 2026, BY AND AMONG ZOOMCAR HO",https://www.sec.gov/Archives/edgar/data/1854275/000121390026065928/ea029383601ex10-2.htm,False,
IOACW,2026-06-05 00:00:00,https://www.sec.gov/Archives/edgar/data/1854275/000121390026065928/0001213900-26-065928-index.htm,8-K,CURRENT REPORT,https://www.sec.gov/Archives/edgar/data/1854275/000121390026065928/ea0293836-8k_zoomcar.htm,True,
IOACW,2026-06-05 00:00:00,https://www.sec.gov/Archives/edgar/data/1854275/000121390026065928/0001213900-26-065928-index.htm,EX-10.1,"SECURITIES PURCHASE AGREEMENT, DATED AS OF JUNE 2, 2026, BY AND AMONG ZOOMCAR HO",https://www.sec.gov/Archives/edgar/data/1854275/000121390026065928/ea029383601ex10-1.htm,True,
IOACW,2026-06-05 00:00:00,https://www.sec.gov/Archives/edgar/data/1854275/000121390026065928/0001213900-26-065928-index.htm,EX-10.2,"REGISTRATION RIGHTS AGREEMENT, DATED AS OF JUNE 2, 2026, BY AND AMONG ZOOMCAR HO",https://www.sec.gov/Archives/edgar/data/1854275/000121390026065928/ea029383601ex10-2.htm,False,
NMFCL,2026-06-05 00:00:00,https://www.sec.gov/Archives/edgar/data/1496099/000158064226003617/0001580642-26-003617-index.htm,8-K,,https://www.sec.gov/Archives/edgar/data/1496099/000158064226003617/nmfc_8k.htm,False,
NMFC,2026-06-05 00:00:00,https://www.sec.gov/Archives/edgar/data/1496099/000158064226003617/0001580642-26-003617-index.htm,8-K,,https://www.sec.gov/Archives/edgar/data/1496099/000158064226003617/nmfc_8k.htm,False,
NMFCZ,2026-06-05 00:00:00,https://www.sec.gov/Archives/edgar/data/1496099/000158064226003617/0001580642-26-003617-index.htm,8-K,,https://www.sec.gov/Archives/edgar/data/1496099/000158064226003617/nmfc_8k.htm,False,
RVYL,2026-06-05 00:00:00,https://www.sec.gov/Archives/edgar/data/1419275/000118518526002368/0001185185-26-002368-index.htm,8-K,FORM 8-K,https://www.sec.gov/Archives/edgar/data/1419275/000118518526002368/rtb8k060526.htm,False,
GBOX,2026-06-05 00:00:00,https://www.sec.gov/Archives/edgar/data/1419275/000118518526002368/0001185185-26-002368-index.htm,8-K,FORM 8-K,https://www.sec.gov/Archives/edgar/data/1419275/000118518526002368/rtb8k060526.htm,False,
CWD,2026-06-05 00:00:00,https://www.sec.gov/Archives/edgar/data/1627282/000121390026065924/0001213900-26-065924-index.htm,8-K,CURRENT REPORT,https://www.sec.gov/Archives/edgar/data/1627282/000121390026065924/ea0293811-8k_calibercos.htm,False,
CWD,2026-06-05 00:00:00,https://www.sec.gov/Archives/edgar/data/1627282/000121390026065924/0001213900-26-065924-index.htm,EX-99.1,"PRESS RELEASE DATED JUNE 5, 2026",https://www.sec.gov/Archives/edgar/data/1627282/000121390026065924/ea029381101ex99-1.htm,False,
