symbol,sigma (%),date,ret_itd (%),px dd10,trig dd10,px dd15,trig dd15,px dd20,trig dd20,px z1.5,trig z1.5,px z2.0,trig z2.0,px z2.5,trig z2.5,open,low,close,volume
CABO,4.14,2026-07-02,-8.17,47.93,True,45.27,,42.61,,36.42,,33.2,,30.27,,53.3,46.46,48.91,196122
CABO,4.14,2026-07-07,-19.96,47.93,True,45.27,True,42.61,True,33.2,,30.27,,27.6,,46.86,42.58,42.63,143134
OWLT,4.3,2026-07-07,-8.6,5.54,True,5.24,,4.93,,3.5,,3.18,,2.89,,5.85,5.51,5.63,175800
WHR,2.32,2026-07-08,-6.22,36.15,True,34.14,,32.14,,33.85,,32.14,,30.51,,37.0,36.01,37.67,3970937
WNC,2.83,2026-07-15,-4.6,11.92,True,11.26,,10.6,,7.82,,7.34,,6.89,,11.94,11.5,12.64,5589056
