symbol,filingDate,filing_detail_url,document_type
None,2026-07-30 00:00:00,https://www.sec.gov/Archives/edgar/data/1803498/000180349826000043/0001803498-26-000043-index.htm,8-K
BEN,2026-07-30 00:00:00,https://www.sec.gov/Archives/edgar/data/38777/000155278126000398/0001552781-26-000398-index.htm,8-K
ALDX,2026-07-30 00:00:00,https://www.sec.gov/Archives/edgar/data/1341235/000119312526326337/0001193125-26-326337-index.htm,8-K
TCX,2026-07-30 00:00:00,https://www.sec.gov/Archives/edgar/data/909494/000143774926025099/0001437749-26-025099-index.htm,8-K
LGMK,2026-07-30 00:00:00,https://www.sec.gov/Archives/edgar/data/1566826/000121390026083402/0001213900-26-083402-index.htm,8-K
NXTD,2026-07-30 00:00:00,https://www.sec.gov/Archives/edgar/data/1566826/000121390026083402/0001213900-26-083402-index.htm,8-K
ALGT,2026-07-30 00:00:00,https://www.sec.gov/Archives/edgar/data/1362468/000136246826000042/0001362468-26-000042-index.htm,8-K
AUB-PA,2026-07-30 00:00:00,https://www.sec.gov/Archives/edgar/data/883948/000110465926088743/0001104659-26-088743-index.htm,8-K
AUB,2026-07-30 00:00:00,https://www.sec.gov/Archives/edgar/data/883948/000110465926088743/0001104659-26-088743-index.htm,8-K
AUBAP,2026-07-30 00:00:00,https://www.sec.gov/Archives/edgar/data/883948/000110465926088743/0001104659-26-088743-index.htm,8-K
ANNX,2026-07-30 00:00:00,https://www.sec.gov/Archives/edgar/data/1528115/000119312526326199/0001193125-26-326199-index.htm,8-K
STAR-PG,2026-07-30 00:00:00,https://www.sec.gov/Archives/edgar/data/1095651/000109565126000024/0001095651-26-000024-index.htm,8-K
STAR-PD,2026-07-30 00:00:00,https://www.sec.gov/Archives/edgar/data/1095651/000109565126000024/0001095651-26-000024-index.htm,8-K
STAR,2026-07-30 00:00:00,https://www.sec.gov/Archives/edgar/data/1095651/000109565126000024/0001095651-26-000024-index.htm,8-K
STAR-PI,2026-07-30 00:00:00,https://www.sec.gov/Archives/edgar/data/1095651/000109565126000024/0001095651-26-000024-index.htm,8-K
LCCCR,2026-07-30 00:00:00,https://www.sec.gov/Archives/edgar/data/2049248/000192998026000405/0001929980-26-000405-index.htm,8-K
LCCC,2026-07-30 00:00:00,https://www.sec.gov/Archives/edgar/data/2049248/000192998026000405/0001929980-26-000405-index.htm,8-K
LCCCU,2026-07-30 00:00:00,https://www.sec.gov/Archives/edgar/data/2049248/000192998026000405/0001929980-26-000405-index.htm,8-K
