symbol,filingDate,filing_detail_url,document_type,document_description,document_url,matched,error
FLAG,2026-07-16 00:00:00,https://www.sec.gov/Archives/edgar/data/1855485/000149315226033594/0001493152-26-033594-index.htm,8-K,8-K,https://www.sec.gov/Archives/edgar/data/1855485/000149315226033594/form8-k.htm,True,
FLAG,2026-07-16 00:00:00,https://www.sec.gov/Archives/edgar/data/1855485/000149315226033594/0001493152-26-033594-index.htm,EX-10.1,EX-10.1,https://www.sec.gov/Archives/edgar/data/1855485/000149315226033594/ex10-1.htm,True,
FLAG,2026-07-16 00:00:00,https://www.sec.gov/Archives/edgar/data/1855485/000149315226033594/0001493152-26-033594-index.htm,EX-10.2,EX-10.2,https://www.sec.gov/Archives/edgar/data/1855485/000149315226033594/ex10-2.htm,False,
CLDI,2026-07-16 00:00:00,https://www.sec.gov/Archives/edgar/data/1855485/000149315226033594/0001493152-26-033594-index.htm,8-K,8-K,https://www.sec.gov/Archives/edgar/data/1855485/000149315226033594/form8-k.htm,True,
CLDI,2026-07-16 00:00:00,https://www.sec.gov/Archives/edgar/data/1855485/000149315226033594/0001493152-26-033594-index.htm,EX-10.1,EX-10.1,https://www.sec.gov/Archives/edgar/data/1855485/000149315226033594/ex10-1.htm,True,
CLDI,2026-07-16 00:00:00,https://www.sec.gov/Archives/edgar/data/1855485/000149315226033594/0001493152-26-033594-index.htm,EX-10.2,EX-10.2,https://www.sec.gov/Archives/edgar/data/1855485/000149315226033594/ex10-2.htm,False,
FLAG-WT,2026-07-16 00:00:00,https://www.sec.gov/Archives/edgar/data/1855485/000149315226033594/0001493152-26-033594-index.htm,8-K,8-K,https://www.sec.gov/Archives/edgar/data/1855485/000149315226033594/form8-k.htm,True,
FLAG-WT,2026-07-16 00:00:00,https://www.sec.gov/Archives/edgar/data/1855485/000149315226033594/0001493152-26-033594-index.htm,EX-10.1,EX-10.1,https://www.sec.gov/Archives/edgar/data/1855485/000149315226033594/ex10-1.htm,True,
FLAG-WT,2026-07-16 00:00:00,https://www.sec.gov/Archives/edgar/data/1855485/000149315226033594/0001493152-26-033594-index.htm,EX-10.2,EX-10.2,https://www.sec.gov/Archives/edgar/data/1855485/000149315226033594/ex10-2.htm,False,
FLAG-UN,2026-07-16 00:00:00,https://www.sec.gov/Archives/edgar/data/1855485/000149315226033594/0001493152-26-033594-index.htm,8-K,8-K,https://www.sec.gov/Archives/edgar/data/1855485/000149315226033594/form8-k.htm,True,
FLAG-UN,2026-07-16 00:00:00,https://www.sec.gov/Archives/edgar/data/1855485/000149315226033594/0001493152-26-033594-index.htm,EX-10.1,EX-10.1,https://www.sec.gov/Archives/edgar/data/1855485/000149315226033594/ex10-1.htm,True,
FLAG-UN,2026-07-16 00:00:00,https://www.sec.gov/Archives/edgar/data/1855485/000149315226033594/0001493152-26-033594-index.htm,EX-10.2,EX-10.2,https://www.sec.gov/Archives/edgar/data/1855485/000149315226033594/ex10-2.htm,False,
