symbol,filingDate,filing_detail_url,document_type,document_description,document_url,matched,error
CTNT,2026-08-13 00:00:00,https://www.sec.gov/Archives/edgar/data/1951667/000110465926096060/0001104659-26-096060-index.htm,8-K,FORM 8-K,https://www.sec.gov/Archives/edgar/data/1951667/000110465926096060/tm2623100d1_8k.htm,False,
CTNT,2026-08-13 00:00:00,https://www.sec.gov/Archives/edgar/data/1951667/000110465926096060/0001104659-26-096060-index.htm,EX-99.1,EXHIBIT 99.1,https://www.sec.gov/Archives/edgar/data/1951667/000110465926096060/tm2623100d1_ex99-1.htm,False,
VIVK,2026-08-13 00:00:00,https://www.sec.gov/Archives/edgar/data/1450704/000182912626008777/0001829126-26-008777-index.htm,8-K,8-K,https://www.sec.gov/Archives/edgar/data/1450704/000182912626008777/vivakorinc_8k.htm,True,
VIVK,2026-08-13 00:00:00,https://www.sec.gov/Archives/edgar/data/1450704/000182912626008777/0001829126-26-008777-index.htm,EX-99.1,EXHIBIT 99.1,https://www.sec.gov/Archives/edgar/data/1450704/000182912626008777/vivakorinc_ex99-1.htm,False,
AIRJW,2026-08-13 00:00:00,https://www.sec.gov/Archives/edgar/data/1855474/000119312526349663/0001193125-26-349663-index.htm,8-K,8-K,https://www.sec.gov/Archives/edgar/data/1855474/000119312526349663/airj-20260813.htm,False,
AIRJW,2026-08-13 00:00:00,https://www.sec.gov/Archives/edgar/data/1855474/000119312526349663/0001193125-26-349663-index.htm,EX-99.1,EX-99.1,https://www.sec.gov/Archives/edgar/data/1855474/000119312526349663/airj-ex99_1.htm,False,
AIRJ,2026-08-13 00:00:00,https://www.sec.gov/Archives/edgar/data/1855474/000119312526349663/0001193125-26-349663-index.htm,8-K,8-K,https://www.sec.gov/Archives/edgar/data/1855474/000119312526349663/airj-20260813.htm,False,
AIRJ,2026-08-13 00:00:00,https://www.sec.gov/Archives/edgar/data/1855474/000119312526349663/0001193125-26-349663-index.htm,EX-99.1,EX-99.1,https://www.sec.gov/Archives/edgar/data/1855474/000119312526349663/airj-ex99_1.htm,False,
XPDBU,2026-08-13 00:00:00,https://www.sec.gov/Archives/edgar/data/1855474/000119312526349663/0001193125-26-349663-index.htm,8-K,8-K,https://www.sec.gov/Archives/edgar/data/1855474/000119312526349663/airj-20260813.htm,False,
XPDBU,2026-08-13 00:00:00,https://www.sec.gov/Archives/edgar/data/1855474/000119312526349663/0001193125-26-349663-index.htm,EX-99.1,EX-99.1,https://www.sec.gov/Archives/edgar/data/1855474/000119312526349663/airj-ex99_1.htm,False,
