symbol,filingDate,filing_detail_url,document_type,document_description,document_url,matched,error
AQSP,2026-06-17 00:00:00,https://www.sec.gov/Archives/edgar/data/1391135/000109690626000966/0001096906-26-000966-index.htm,8-K,LFTD PARTNERS INC. - FORM 8-K SEC FILING,https://www.sec.gov/Archives/edgar/data/1391135/000109690626000966/lsfp-20260614_8k.htm,False,
LIFD,2026-06-17 00:00:00,https://www.sec.gov/Archives/edgar/data/1391135/000109690626000966/0001096906-26-000966-index.htm,8-K,LFTD PARTNERS INC. - FORM 8-K SEC FILING,https://www.sec.gov/Archives/edgar/data/1391135/000109690626000966/lsfp-20260614_8k.htm,False,
LSFP,2026-06-17 00:00:00,https://www.sec.gov/Archives/edgar/data/1391135/000109690626000966/0001096906-26-000966-index.htm,8-K,LFTD PARTNERS INC. - FORM 8-K SEC FILING,https://www.sec.gov/Archives/edgar/data/1391135/000109690626000966/lsfp-20260614_8k.htm,False,
PKTX,2026-06-17 00:00:00,https://www.sec.gov/Archives/edgar/data/1128189/000107997326000855/0001079973-26-000855-index.htm,8-K,FORM 8-K,https://www.sec.gov/Archives/edgar/data/1128189/000107997326000855/pktx_8k.htm,False,
DBGIW,2026-06-17 00:00:00,https://www.sec.gov/Archives/edgar/data/1668010/000149315226029134/0001493152-26-029134-index.htm,8-K,8-K,https://www.sec.gov/Archives/edgar/data/1668010/000149315226029134/form8-k.htm,False,
DBGIW,2026-06-17 00:00:00,https://www.sec.gov/Archives/edgar/data/1668010/000149315226029134/0001493152-26-029134-index.htm,EX-99.1,EX-99.1,https://www.sec.gov/Archives/edgar/data/1668010/000149315226029134/ex99-1.htm,False,
DBGI,2026-06-17 00:00:00,https://www.sec.gov/Archives/edgar/data/1668010/000149315226029134/0001493152-26-029134-index.htm,8-K,8-K,https://www.sec.gov/Archives/edgar/data/1668010/000149315226029134/form8-k.htm,False,
DBGI,2026-06-17 00:00:00,https://www.sec.gov/Archives/edgar/data/1668010/000149315226029134/0001493152-26-029134-index.htm,EX-99.1,EX-99.1,https://www.sec.gov/Archives/edgar/data/1668010/000149315226029134/ex99-1.htm,False,
ACRV,2026-06-17 00:00:00,https://www.sec.gov/Archives/edgar/data/1781174/000119312526274410/0001193125-26-274410-index.htm,8-K,8-K,https://www.sec.gov/Archives/edgar/data/1781174/000119312526274410/acrv-20260617.htm,False,
ACRV,2026-06-17 00:00:00,https://www.sec.gov/Archives/edgar/data/1781174/000119312526274410/0001193125-26-274410-index.htm,EX-10.1,EX-10.1,https://www.sec.gov/Archives/edgar/data/1781174/000119312526274410/acrv-ex10_1.htm,False,
LGL,2026-06-17 00:00:00,https://www.sec.gov/Archives/edgar/data/61004/000143774926021005/0001437749-26-021005-index.htm,8-K,FORM 8-K,https://www.sec.gov/Archives/edgar/data/61004/000143774926021005/lglg20260601_8k.htm,False,
LGL,2026-06-17 00:00:00,https://www.sec.gov/Archives/edgar/data/61004/000143774926021005/0001437749-26-021005-index.htm,EX-99.1,PRESS RELEASE,https://www.sec.gov/Archives/edgar/data/61004/000143774926021005/ex_970342.htm,False,
LGL-WT,2026-06-17 00:00:00,https://www.sec.gov/Archives/edgar/data/61004/000143774926021005/0001437749-26-021005-index.htm,8-K,FORM 8-K,https://www.sec.gov/Archives/edgar/data/61004/000143774926021005/lglg20260601_8k.htm,False,
LGL-WT,2026-06-17 00:00:00,https://www.sec.gov/Archives/edgar/data/61004/000143774926021005/0001437749-26-021005-index.htm,EX-99.1,PRESS RELEASE,https://www.sec.gov/Archives/edgar/data/61004/000143774926021005/ex_970342.htm,False,
LGL,2026-06-17 00:00:00,https://www.sec.gov/Archives/edgar/data/61004/000143774926021004/0001437749-26-021004-index.htm,8-K,FORM 8-K,https://www.sec.gov/Archives/edgar/data/61004/000143774926021004/lglg20260617_8k.htm,False,
LGL,2026-06-17 00:00:00,https://www.sec.gov/Archives/edgar/data/61004/000143774926021004/0001437749-26-021004-index.htm,EX-99.1,PRESS RELEASE,https://www.sec.gov/Archives/edgar/data/61004/000143774926021004/ex_977900.htm,False,
LGL-WT,2026-06-17 00:00:00,https://www.sec.gov/Archives/edgar/data/61004/000143774926021004/0001437749-26-021004-index.htm,8-K,FORM 8-K,https://www.sec.gov/Archives/edgar/data/61004/000143774926021004/lglg20260617_8k.htm,False,
LGL-WT,2026-06-17 00:00:00,https://www.sec.gov/Archives/edgar/data/61004/000143774926021004/0001437749-26-021004-index.htm,EX-99.1,PRESS RELEASE,https://www.sec.gov/Archives/edgar/data/61004/000143774926021004/ex_977900.htm,False,
UVIX,2026-06-17 00:00:00,https://www.sec.gov/Archives/edgar/data/1793497/000121390026069735/0001213900-26-069735-index.htm,8-K,CURRENT REPORT,https://www.sec.gov/Archives/edgar/data/1793497/000121390026069735/ea0295150-8k_vstrust.htm,False,
UVIX,2026-06-17 00:00:00,https://www.sec.gov/Archives/edgar/data/1793497/000121390026069735/0001213900-26-069735-index.htm,EX-99.1,"PRESS RELEASE DATED JUNE 17, 2026",https://www.sec.gov/Archives/edgar/data/1793497/000121390026069735/ea029515001ex99-1.htm,False,
SVIX,2026-06-17 00:00:00,https://www.sec.gov/Archives/edgar/data/1793497/000121390026069735/0001213900-26-069735-index.htm,8-K,CURRENT REPORT,https://www.sec.gov/Archives/edgar/data/1793497/000121390026069735/ea0295150-8k_vstrust.htm,False,
SVIX,2026-06-17 00:00:00,https://www.sec.gov/Archives/edgar/data/1793497/000121390026069735/0001213900-26-069735-index.htm,EX-99.1,"PRESS RELEASE DATED JUNE 17, 2026",https://www.sec.gov/Archives/edgar/data/1793497/000121390026069735/ea029515001ex99-1.htm,False,
PDEX,2026-06-17 00:00:00,https://www.sec.gov/Archives/edgar/data/788920/000107997326000854/0001079973-26-000854-index.htm,8-K,FORM 8-K,https://www.sec.gov/Archives/edgar/data/788920/000107997326000854/pdex_8k.htm,False,
PDEX,2026-06-17 00:00:00,https://www.sec.gov/Archives/edgar/data/788920/000107997326000854/0001079973-26-000854-index.htm,EX-99.1,EXHIBIT 99.1,https://www.sec.gov/Archives/edgar/data/788920/000107997326000854/ex99x1.htm,False,
None,2026-06-17 00:00:00,https://www.sec.gov/Archives/edgar/data/2070542/000121390026069734/0001213900-26-069734-index.htm,8-K,CURRENT REPORT,https://www.sec.gov/Archives/edgar/data/2070542/000121390026069734/ea0295060-8k_blockchain.htm,False,
CFVI,2026-06-17 00:00:00,https://www.sec.gov/Archives/edgar/data/1830081/000121390026069733/0001213900-26-069733-index.htm,8-K,CURRENT REPORT,https://www.sec.gov/Archives/edgar/data/1830081/000121390026069733/ea0295081-8k_rumble.htm,True,
CFVI,2026-06-17 00:00:00,https://www.sec.gov/Archives/edgar/data/1830081/000121390026069733/0001213900-26-069733-index.htm,EX-10.1,"AMENDED AND RESTATED REGISTRATION RIGHTS AGREEMENT, DATED AS OF JUNE 17, 2026, B",https://www.sec.gov/Archives/edgar/data/1830081/000121390026069733/ea029508101ex10-1.htm,True,
CFVI,2026-06-17 00:00:00,https://www.sec.gov/Archives/edgar/data/1830081/000121390026069733/0001213900-26-069733-index.htm,EX-10.2,"AMENDMENT NO. 1 TRANSACTION AGREEMENT, DATED AS OF JUNE 17, 2026, BY AND BETWEEN",https://www.sec.gov/Archives/edgar/data/1830081/000121390026069733/ea029508101ex10-2.htm,False,
CFVI,2026-06-17 00:00:00,https://www.sec.gov/Archives/edgar/data/1830081/000121390026069733/0001213900-26-069733-index.htm,EX-99.1,"PRESS RELEASE OF RUMBLE INC., DATED JUNE 17, 2026",https://www.sec.gov/Archives/edgar/data/1830081/000121390026069733/ea029508101ex99-1.htm,False,
CFVIU,2026-06-17 00:00:00,https://www.sec.gov/Archives/edgar/data/1830081/000121390026069733/0001213900-26-069733-index.htm,8-K,CURRENT REPORT,https://www.sec.gov/Archives/edgar/data/1830081/000121390026069733/ea0295081-8k_rumble.htm,True,
CFVIU,2026-06-17 00:00:00,https://www.sec.gov/Archives/edgar/data/1830081/000121390026069733/0001213900-26-069733-index.htm,EX-10.1,"AMENDED AND RESTATED REGISTRATION RIGHTS AGREEMENT, DATED AS OF JUNE 17, 2026, B",https://www.sec.gov/Archives/edgar/data/1830081/000121390026069733/ea029508101ex10-1.htm,True,
CFVIU,2026-06-17 00:00:00,https://www.sec.gov/Archives/edgar/data/1830081/000121390026069733/0001213900-26-069733-index.htm,EX-10.2,"AMENDMENT NO. 1 TRANSACTION AGREEMENT, DATED AS OF JUNE 17, 2026, BY AND BETWEEN",https://www.sec.gov/Archives/edgar/data/1830081/000121390026069733/ea029508101ex10-2.htm,False,
CFVIU,2026-06-17 00:00:00,https://www.sec.gov/Archives/edgar/data/1830081/000121390026069733/0001213900-26-069733-index.htm,EX-99.1,"PRESS RELEASE OF RUMBLE INC., DATED JUNE 17, 2026",https://www.sec.gov/Archives/edgar/data/1830081/000121390026069733/ea029508101ex99-1.htm,False,
CFVIW,2026-06-17 00:00:00,https://www.sec.gov/Archives/edgar/data/1830081/000121390026069733/0001213900-26-069733-index.htm,8-K,CURRENT REPORT,https://www.sec.gov/Archives/edgar/data/1830081/000121390026069733/ea0295081-8k_rumble.htm,True,
CFVIW,2026-06-17 00:00:00,https://www.sec.gov/Archives/edgar/data/1830081/000121390026069733/0001213900-26-069733-index.htm,EX-10.1,"AMENDED AND RESTATED REGISTRATION RIGHTS AGREEMENT, DATED AS OF JUNE 17, 2026, B",https://www.sec.gov/Archives/edgar/data/1830081/000121390026069733/ea029508101ex10-1.htm,True,
