symbol,cik,filingDate,acceptedDate,formType,hasFinancials,link,finalLink
NRXP,0001719406,2026-06-02 00:00:00,2026-06-02 17:30:08,8-K,False,https://www.sec.gov/Archives/edgar/data/1719406/000143774926019196/0001437749-26-019196-index.htm,https://www.sec.gov/Archives/edgar/data/1719406/000143774926019196/nrxp20260602_8k.htm
NRXPW,0001719406,2026-06-02 00:00:00,2026-06-02 17:30:08,8-K,False,https://www.sec.gov/Archives/edgar/data/1719406/000143774926019196/0001437749-26-019196-index.htm,https://www.sec.gov/Archives/edgar/data/1719406/000143774926019196/nrxp20260602_8k.htm
HEAR,0001493761,2026-06-02 00:00:00,2026-06-02 17:29:48,8-K,False,https://www.sec.gov/Archives/edgar/data/1493761/000119312526253904/0001193125-26-253904-index.htm,https://www.sec.gov/Archives/edgar/data/1493761/000119312526253904/d137399d8k.htm
IIIV,0001728688,2026-06-02 00:00:00,2026-06-02 17:28:18,8-K,True,https://www.sec.gov/Archives/edgar/data/1728688/000172868826000037/0001728688-26-000037-index.htm,https://www.sec.gov/Archives/edgar/data/1728688/000172868826000037/presentationq2fy2026.htm
ORGS,0001460602,2026-06-02 00:00:00,2026-06-02 17:26:42,8-K,False,https://www.sec.gov/Archives/edgar/data/1460602/000149315226026914/0001493152-26-026914-index.htm,https://www.sec.gov/Archives/edgar/data/1460602/000149315226026914/form8-k.htm
XMTR,0001657573,2026-06-02 00:00:00,2026-06-02 17:26:17,8-K,False,https://www.sec.gov/Archives/edgar/data/1657573/000119312526253897/0001193125-26-253897-index.htm,https://www.sec.gov/Archives/edgar/data/1657573/000119312526253897/d109952d8k.htm
WHR,0000106640,2026-06-02 00:00:00,2026-06-02 17:25:43,8-K,False,https://www.sec.gov/Archives/edgar/data/106640/000119312526253896/0001193125-26-253896-index.htm,https://www.sec.gov/Archives/edgar/data/106640/000119312526253896/d30459d8k.htm
VRNOF,0001848416,2026-06-02 00:00:00,2026-06-02 17:21:04,8-K,False,https://www.sec.gov/Archives/edgar/data/1848416/000149315226026906/0001493152-26-026906-index.htm,https://www.sec.gov/Archives/edgar/data/1848416/000149315226026906/form8-k.htm
GFOR,0001845459,2026-06-02 00:00:00,2026-06-02 17:20:15,8-K,False,https://www.sec.gov/Archives/edgar/data/1845459/000121390026064294/0001213900-26-064294-index.htm,https://www.sec.gov/Archives/edgar/data/1845459/000121390026064294/ea0292593-8k_nkgen.htm
GFOR-WT,0001845459,2026-06-02 00:00:00,2026-06-02 17:20:15,8-K,False,https://www.sec.gov/Archives/edgar/data/1845459/000121390026064294/0001213900-26-064294-index.htm,https://www.sec.gov/Archives/edgar/data/1845459/000121390026064294/ea0292593-8k_nkgen.htm
NKGN,0001845459,2026-06-02 00:00:00,2026-06-02 17:20:15,8-K,False,https://www.sec.gov/Archives/edgar/data/1845459/000121390026064294/0001213900-26-064294-index.htm,https://www.sec.gov/Archives/edgar/data/1845459/000121390026064294/ea0292593-8k_nkgen.htm
NKGNW,0001845459,2026-06-02 00:00:00,2026-06-02 17:20:15,8-K,False,https://www.sec.gov/Archives/edgar/data/1845459/000121390026064294/0001213900-26-064294-index.htm,https://www.sec.gov/Archives/edgar/data/1845459/000121390026064294/ea0292593-8k_nkgen.htm
GFOR-UN,0001845459,2026-06-02 00:00:00,2026-06-02 17:20:15,8-K,False,https://www.sec.gov/Archives/edgar/data/1845459/000121390026064294/0001213900-26-064294-index.htm,https://www.sec.gov/Archives/edgar/data/1845459/000121390026064294/ea0292593-8k_nkgen.htm
None,0000889123,2026-06-02 00:00:00,2026-06-02 17:19:33,8-K,False,https://www.sec.gov/Archives/edgar/data/889123/000119312526253866/0001193125-26-253866-index.htm,https://www.sec.gov/Archives/edgar/data/889123/000119312526253866/d58358d8k.htm
HYACW,0001819253,2026-06-02 00:00:00,2026-06-02 17:17:02,8-K,False,https://www.sec.gov/Archives/edgar/data/1819253/000119312526253858/0001193125-26-253858-index.htm,https://www.sec.gov/Archives/edgar/data/1819253/000119312526253858/d215108d8k.htm
BTMDW,0001819253,2026-06-02 00:00:00,2026-06-02 17:17:02,8-K,False,https://www.sec.gov/Archives/edgar/data/1819253/000119312526253858/0001193125-26-253858-index.htm,https://www.sec.gov/Archives/edgar/data/1819253/000119312526253858/d215108d8k.htm
BTMD,0001819253,2026-06-02 00:00:00,2026-06-02 17:17:02,8-K,False,https://www.sec.gov/Archives/edgar/data/1819253/000119312526253858/0001193125-26-253858-index.htm,https://www.sec.gov/Archives/edgar/data/1819253/000119312526253858/d215108d8k.htm
HYAC-UN,0001819253,2026-06-02 00:00:00,2026-06-02 17:17:02,8-K,False,https://www.sec.gov/Archives/edgar/data/1819253/000119312526253858/0001193125-26-253858-index.htm,https://www.sec.gov/Archives/edgar/data/1819253/000119312526253858/d215108d8k.htm
